TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	6	epidemiology	organic	https://journals.lww.com/epidem/pages/default.aspx	Epidemiology - LWW Journals	Dietary Fiber Intake and Risk of Chronic Obstructive Pulmonary Disease: A Prospective Cohort Study of Men; Real-time Estimation of Epidemiologic Parameters from Contact Tracing... Real-time Estimation of Epidemiologic Parameters from Contact Tracing Data During an Emerging Infectious Disease Outbreak; Estimating ...	1	0	0	20000000
result	7	epidemiology	organic	https://www.publichealthonline.org/epidemiology/	Epidemiology Careers | PublicHealth.org - Public Health Online	Learn the kinds of careers available to those with a degree in epidemiology. See salary info, career spotlights and hear from a current professional.	1	0	0	20000000
result	8	epidemiology	organic	https://explorehealthcareers.org/career/public-health/epidemiology/	Epidemiology | explorehealthcareers.org	Epidemiology is the study and control of disease or injury patterns in human populations. When food poisoning or an influenza outbreak attacks a community, epidemiologist or “disease detectives”, are asked to investigate the cause of disease and control its spread. Epidemiologists work at all stages of the outbreak with ...	1	0	0	20000000
result	9	epidemiology	organic	https://www.merriam-webster.com/dictionary/epidemiology	Epidemiology | Definition of Epidemiology by Merriam-Webster	Mar 6, 2018 - Define epidemiology: a branch of medical science that deals with the incidence, distribution, and control of disease in a population.	1	0	0	20000000
result	10	epidemiology	organic	http://pmep.cce.cornell.edu/profiles/extoxnet/TIB/epidemiology.html	Epidemiology - PMEP - Cornell University	Epidemiologists attempt to determine what factors are associated with diseases (risk factors), and what factors may protect people or animals against disease (protective factors). The science of epidemiology was first developed to discover and understand possible causes of contagious diseases like smallpox, typhoid and ...	1	0	0	20000000
result	11	epidemiology	organic	http://www.dictionary.com/browse/epidemiology	Epidemiology | Define Epidemiology at Dictionary.com	Epidemiology definition, the branch of medicine dealing with the incidence and prevalence of disease in large populations and with detection of the source and cause of epidemics of infectious disease. See more.	1	0	0	20000000
result	12	epidemiology	organic	http://www.hosa.org/sites/default/files/17-18EPGuidelinesSep4.pdf	Epidemiology - HOSA	In addition to the multiple-choice items, competitors will apply their knowledge of epidemiology and investigative skills to an epidemiological scenario in the form of a case study. The written case study will be a part of the test packet, and will include background information about a selected public health situation and a ...	1	0	0	20000000
result	13	epidemiology	organic	https://epi.washington.edu/	Department of Epidemiology: Welcome	Epidemiology is the study of the frequency, distribution, and determinants of disease in human populations. The mission of the Department is to provide rigorous training in the fundamentals and practice of epidemiology, to contribute to the understanding of the etiology and prevention of disease, and to improve the health of ...	1	0	0	20000000
result	14	epidemiology	organic	https://www.youtube.com/watch?v=r9poHB-ldqk	What is Epidemiology? - YouTube	Mariya Voytyuk takes a look at what epidemiology is, and why it's important (as well as some of the pitfalls in ...	1	0	0	20000000
result	15	epidemiology	organic	https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm	Epidemiologists - Bureau of Labor Statistics	Oct 24, 2017 - Epidemiologists are public health professionals who investigate patterns and causes of disease and injury in humans. They seek to reduce the risk and occurrence of negative health outcomes through research, community education, and health policy.	1	0	0	20000000
result	16	epidemiology	organic	https://www.nature.com/subjects/epidemiology	Epidemiology - Latest research and news | Nature	Find the latest research, reviews and news about Epidemiology from across all of the Nature journals.	1	0	0	20000000
result	17	epidemiology	organic	https://www.britannica.com/science/epidemiology	Epidemiology | medicine | Britannica.com	Epidemiology: Epidemiology, branch of medical science that studies the distribution of disease in human populations and the factors determining that distribution, chiefly by the use of statistics. Unlike other medical disciplines, epidemiology concerns itself with groups of people rather than individual patients.	1	0	0	20000000
result	18	epidemiology	organic	https://www.jhsph.edu/departments/epidemiology/index.html	Epidemiology - Departments - Johns Hopkins Bloomberg School of ...	Department Overview. Play Video. Students and faculty talk about the collaborative culture of the Bloomberg School of Public Health, pursuing their passions and making a global impact. Seminars. Image of concert hall. View our upcoming seminars. Learn More · Image of doctor examining patients ear · Aging, Cognition ...	1	0	0	20000000
result	19	epidemiology	organic	https://www.ted.com/topics/epidemiology	Ideas about Epidemiology - TED Talks	A collection of TED Talks (and more) on the topic of epidemiology.	1	0	0	20000000
result	20	epidemiology	organic	https://academic.oup.com/ije	International Journal of Epidemiology | Oxford Academic	Feb 9, 2018 - News/ PR. International Journal of Epidemiology covers epidemiological advances and new developments throughout the world, you can see a selection of our articles along with the press coverage they have received as part of a free online collection. Discover news and PR ...	1	0	0	20000000
result	21	epidemiology	organic	https://academic.oup.com/aje	American Journal of Epidemiology | Oxford Academic - Oxford Journals	About the journal. The American Journal of Epidemiology is the oldest and one of the premier epidemiologic journals devoted to the publication of empirical research findings, opinion pieces, and methodological developments in the field of epidemiologic research. Find out more ...	1	0	0	20000000
result	22	epidemiology	organic	https://academic.oup.com/aje/issue/187/3	Volume 187 Issue 3 | American Journal of Epidemiology | Oxford ...	Invited Commentary: “Bedroom Light Exposure at Night and the Incidence of Depressive Symptoms: A Longitudinal Study of the HEIJO-KYO Cohort” · Brant P Hasler. American Journal of Epidemiology, Volume 187, Issue 3, 1 March 2018, Pages 435–438, https://doi.org/10.1093/aje/kwx288. Abstract. View article.	1	0	0	20000000
result	23	epidemiology	organic	https://www.publichealth.pitt.edu/epidemiology	Epidemiology | Pitt Public Health | University of Pittsburgh	The Department of Epidemiology of the University of Pittsburgh Graduate School of Public Health is leading research and prevention activities that impact public health by training students to evaluate and respond to important public health issues in aging and chronic disease prevention, reproductive health, environmental ...	1	0	0	20000000
result	24	epidemiology	organic	https://sph.umich.edu/epid/	U-M School of Public Health Epidemiology Department	Epidemiology pursues the reduction of disease in human populations through research, education, and service. Epidemiology is a broad scientific discipline that examines the distribution of diseases across populations, ascertains the determinants of those diseases, and develops disease prevention strategies. At Michigan ...	1	0	0	20000000
result	25	epidemiology	organic	https://www.hsph.harvard.edu/epidemiology/	Department of Epidemiology - Harvard TH Chan School of Public Health	Welcome to the Department of Epidemiology, where Research, Methodology and Education are key to accomplishing our mission. With multiple degree options and.	1	0	0	20000000
result	26	epidemiology	organic	https://en.oxforddictionaries.com/definition/epidemiology	epidemiology | Definition of epidemiology in English by Oxford ...	Definition of epidemiology - the branch of medicine which deals with the incidence, distribution, and possible control of diseases and other factors relating t.	1	0	0	20000000
result	27	epidemiology	organic	https://www.rug.nl/research/epidemiology/	Epidemiology Groningen: | Epidemiologie | Research | Medische ...	Life course epidemiology of cancer, pulmonary-, digestive system -and cardiovascular diseases. The Department of Epidemiology conducts scientific research, provides training, and offers expertise and facilities to support clinical research. Epidemiologic research is central to our department: Studying the occurrence of a ...	1	0	0	20000000
result	28	epidemiology	organic	https://www.mailman.columbia.edu/become-student/departments/epidemiology	Epidemiology | Columbia University Mailman School of Public Health	The Department of Epidemiology is committed to producing world-class science with real-world impact while training the next generation of epidemiologists to improve the health and lives of communities around the world. After a century of tradition, we are still creating tomorrow's public health science today.	1	0	0	20000000
result	29	epidemiology	organic	https://www.jstor.org/journal/epidemiology	Epidemiology on JSTOR	Epidemiology is a peer-reviewed scientific journal that publishes original research on the full spectrum of epidemiologic topics. Journal content ranges from ca...	1	0	0	20000000
result	30	epidemiology	organic	https://www.prospects.ac.uk/job-profiles/epidemiologist	Epidemiologist job profile | Prospects.ac.uk	Discover what it takes to be a Epidemiologist. Find out expected salary, working hours, qualifications and more.	1	0	0	20000000
result	31	epidemiology	organic	https://sph.unc.edu/epid/epidemiology-landing/	Department of Epidemiology - Epidemiology || UNC Gillings School of ...	Government officials in Brasilia, Brazil, examine old tires that have collected rainwater and may serve as a breeding ground for mosquitoes. Lola V. Stamm, PhD, Associate Professor of Epidemiology at UNC's Gillings School of Global Public Health, has offered a succinct discussion of the history, scope and impact of Zika in ...	1	0	0	20000000
result	32	epidemiology	organic	https://cph.osu.edu/epi	Epidemiology | College of Public Health | The Ohio State University	Epidemiology is the science that quantifies the relationship of exposure to disease development in humans and offers the possibility of altering that risk through intervention. Epidemiologic research has often provided the basis for significant public health decisions, such as those involving use of tobacco, well before ...	1	0	0	20000000
result	33	epidemiology	organic	https://www.mdanderson.org/research/departments-labs-institutes/departments-divisions/epidemiology.html	Department of Epidemiology | MD Anderson Cancer Center	Contact Us. Physical address (for deliveries):. 1155 Pressler Unit 1340. Duncan Building (CPB) 4th Floor Houston, TX 77030. Main address (for mail):. UT MD Anderson Cancer Center Epidemiology department, Unit 1340. PO Box 301439. Houston, TX 77230-1439. Telephone: 713-792-3020 ...	1	0	0	20000000
result	34	epidemiology	organic	https://www.soph.uab.edu/epi	Department of Epidemiology - Epidemiology | UAB School of Public ...	Epidemiology is the study of trends, patterns, and causes related to disease in populations. Students who concentrate in epidemiology are interested in how diseases spread among given populations. Epidemiologists create complex analytical models to help us understand the causes of and solutions to these diseases ...	1	0	0	20000000
result	35	epidemiology	organic	http://www.annalsofepidemiology.org/	Annals of Epidemiology	The American College of Epidemiology was formally organized in 1979 to develop criteria for professional recognition of epidemiologists and to address their professional concerns. ACE serves the interests of its members through sponsorship of scientific meetings, publications and educational activities, recognizing ...	1	0	0	20000000
result	36	epidemiology	organic	https://www.sciencedirect.com/journal/journal-of-clinical-epidemiology	Journal of Clinical Epidemiology | ScienceDirect.com	Read the latest articles of Journal of Clinical Epidemiology at ScienceDirect.com, Elsevier's leading platform of peer-reviewed scholarly literature.	1	0	0	20000000
result	37	epidemiology	organic	http://www.mayo.edu/research/departments-divisions/department-health-sciences-research/division-epidemiology/overview	Overview - Division of Epidemiology - Mayo Clinic Research	The Division of Epidemiology at Mayo Clinic focuses on research related to understanding the occurrence and determinants of states of health and disease in defined populations. Epidemiology research at Mayo Clinic is centered on patients and other populations to test or generate hypotheses that translate to and from the ...	1	0	0	20000000
result	38	epidemiology	organic	http://www.uky.edu/publichealth/departments/epidemiology	Epidemiology | University of Kentucky College of Public Health	Sep 26, 2017 - Epidemiology is a scientific discipline commonly defined as the study of the distribution and determinants of disease and injury in human populations. This broad scope includes understanding the distribution, patterns and causes of adverse health outcomes as well as those associated with their control and ...	1	0	0	20000000
result	39	epidemiology	organic	https://en.wiktionary.org/wiki/epidemiology	epidemiology - Wiktionary	Noun[edit]. epidemiology (usually uncountable, plural epidemiologies). (sciences) The branch of a science dealing with the spread and control of diseases, viruses, concepts etc. throughout populations or systems. (sciences) The epidemiological body of knowledge about a particular thing.	1	0	0	20000000
result	40	epidemiology	organic	http://www.dhss.delaware.gov/dph/epi/epi.html	DPH Reports and Statistics: Epidemiology - Delaware Health and ...	Epidemiologic surveillance is the ongoing, systematic collection, analysis and interpretation of health data. Health data are used to detect outbreaks, target public health prevention programs and set priorities in disease research and medical training. Accurate disease reporting is fundamental to surveillance and data ...	1	0	0	20000000
result	41	epidemiology	organic	https://www.coursera.org/learn/epidemiology	Epidemiology: The Basic Science of Public Health | Coursera	By applying the concepts learned in this course to current public health problems and issues, students will understand the practice of epidemiology as it relates to real life and makes for a better appreciation of public health programs and policies. This course explores public health issues like cardiovascular and infectious ...	1	0	0	20000000
result	42	epidemiology	organic	https://www.onetonline.org/link/summary/19-1041.00	19-1041.00 - Epidemiologists - O*Net	19-1041.00 - Epidemiologists. Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control. Sample of reported job titles: Chronic Disease Epidemiologist, Communicable Disease Specialist, Environmental Epidemiologist, ...	1	0	0	20000000
result	43	epidemiology	organic	http://epi.publichealth.nc.gov/	NC DPH: Epidemiology	Home page for the Epidemiology Section of N.C. DPH. Information can be found here about the organization and its functions and responsibilities.	1	0	0	20000000
result	44	epidemiology	organic	https://www.aspph.org/study/epidemiology/	ASPPH | Epidemiology	Epidemiology. Epidemiology is the study of trends, patterns, and causes related to disease in populations. Students who concentrate in epidemiology are interested in how diseases spread among given populations. Epidemiologists create complex analytical models to help us understand the causes of and solutions to ...	1	0	0	20000000
result	45	epidemiology	organic	http://sph.berkeley.edu/areas-study/epidemiology	Epidemiology | UC Berkeley School of Public Health	Epidemiology is concerned with the study of factors that determine the distribution of health and disease in human populations. The purposes of epidemiological research are to discover the causes of disease, to advance and evaluate methods of disease prevention, and to aid in planning and evaluating the effectiveness of ...	1	0	0	20000000
result	46	epidemiology	organic	https://www.unibas.ch/en/Studies/Degree-Programs/Degree-Programs/Epidemiology.html	Epidemiology | University of Basel	The Specialized Master's degree program in Epidemiology at the University of Basel is run by the Swiss Tropical and Public Health Institute (Swiss TPH), an internationally recognized center for public health excellence. The program centers around (1) teaching the basics of epidemiology and biostatistics, and (2) on the ...	1	0	0	20000000
result	47	epidemiology	organic	https://epi.ph.ucla.edu/	Epidemiology - UCLA Fielding School of Public Health | Epidemiology ...	UCLA · Contact · Map · Find Department of Epidemiology on Twitter · Find Department of Epidemiology on Facebook · Home. University of California, Los Angeles. Jonathan and Karin Fielding School of Public Health ...	1	0	0	20000000
result	48	epidemiology	organic	https://www.bu.edu/sph/about/departments/epidemiology/	Epidemiology » SPH | Boston University	Our faculty members are experts in epidemiologic methods, chronic and infectious diseases epidemiology, and pharmacoepidemiology. We measure how social, behavioral, medical, infectious, and genetic factors relate to a wide range of reproductive, perinatal, and pediatric outcomes, as well as conditions that accompany ...	1	0	0	20000000
result	49	epidemiology	organic	https://dph.georgia.gov/epidemiology	Epidemiology | Georgia Department of Public Health	Epidemiology. Epidemiology is the central science of public health. As such, epidemiology provides the scientific input that shapes public health policy, program directions, and activities. The Georgia Department of Public Health Epidemiology Section conducts surveillance for the occurrence of diseases and other health ...	1	0	0	20000000
result	50	epidemiology	organic	https://ohsu-psu-sph.org/mph-in-epidemiology/	MPH in Epidemiology – OHSU-PSU School of Public Health	The MPH in Epidemiology program trains students to work to reduce disease risk and promote health by discovering and understanding the causes, prevention and control of adverse health outcomes in populations. Epidemiologists are often employed by local, state and federal government agencies, non-profit public ...	1	0	0	20000000
result	51	epidemiology	organic	https://www.sph.emory.edu/departments/epi/index.html	Rollins School of Public Health | EPIDEMIOLOGY (EPI)	The field of epidemiology deals with the study of distributions, causes, prevention, and the control of acute and chronic diseases in populations.	1	0	0	20000000
result	52	epidemiology	organic	https://www.tandfonline.com/loi/iope20	Ophthalmic Epidemiology - Taylor & Francis Online	List of issues. Latest articles · Volume 25 2018 · Volume 24 2017 · Volume 23 2016 · Volume 22 2015 · Volume 21 2014 · Volume 20 2013 · Volume 19 2012 · Volume 18 2011 · Volume 17 2010 · Volume 16 2009 · Volume 15 2008 · Volume 14 2007 · Volume 13 2006 · Volume 12 2005 · Volume 11 2004 · Volume 10 2003 ...	1	0	0	20000000
result	53	epidemiology	organic	https://www.tandfonline.com/toc/iope20/current	Ophthalmic Epidemiology: Vol 25, No 2 - Taylor & Francis Online	Feasibility of the rapid assessment of avoidable blindness with diabetic retinopathy module (RAAB+DR) in industrialised countries: challenges and lessons learned in Hungary. Németh et al. Published online: 12 Feb 2018. Article. Advanced glaucoma at presentation is associated with poor follow-up among glaucoma ...	1	0	0	20000000
result	54	epidemiology	organic	https://www.sandiegocounty.gov/hhsa/programs/phs/community_epidemiology/	Epidemiology Program - County of San Diego	Epidemiology Program. The Epidemiology Program works to identify, investigate, register, and evaluate communicable, reportable, and emerging diseases and conditions to protect the health of the community. What You Need To Know About the Hepatitis A Outbreak · What You Need to Know About Zika Virus. Services ...	1	0	0	20000000
result	55	epidemiology	organic	https://link.springer.com/journal/10654	European Journal of Epidemiology - Springer	Founded in 1985, the European Journal of Epidemiology is a forum on the epidemiology of communicable and non-communicable diseases and their control. The results of epidemiologic studies are essential arguments for action in the field of public health policies and efforts are made to bring the journal to the attention of ...	1	0	0	20000000
result	56	epidemiology	organic	https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences	Epidemiology and Psychiatric Sciences | Cambridge Core	Epidemiology and Psychiatric Sciences is an international, peer-reviewed journal published bimonthly from 2015. Formerly published as Epidemiologia e Psichiatria Sociale, established in 1992 by Michele Tansella, the journal gives priority to highly relevant and innovative research articles and systematic reviews in the ...	1	0	0	20000000
result	57	epidemiology	organic	https://www.abdn.ac.uk/iahs/research/epidemiology/	Epidemiology | The Institute of Applied Health Sciences | The ...	Newsletter: Aberdeen Epidemiologist. The last 12 months have been very productive for the Epidemiology group. Take a look at our progress from 2016-17. Find out more... Latest Poster Presentations. The Epidemiology group has contributed to various conferences both locally and internationally. Find out more.	1	0	0	20000000
result	58	epidemiology	organic	https://www.med.uio.no/imb/english/research/centres/ocbe/	Oslo Centre for Biostatistics and Epidemiology (OCBE) - Institute of ...	OCBE covers all aspects of biostatistics, from methodological research to advanced supervision and advising towards all areas of medicine and health related research, from clinical and epidemiological research, to molecular biology and other basic medical sciences. Research at OCBE covers most of biostatistics, with ...	1	0	0	20000000
result	59	epidemiology	organic	http://dhhr.wv.gov/oeps	Office of Epidemiology and Prevention Services	Welcome. The Office of Epidemiology and Prevention Services (OEPS) is a part of the West Virginia Department of Health and Human Resources Bureau for Public Health and consists of seven divisions including Infectious Disease Epidemiology, Immunization Services, Cancer Epidemiology, STD,HIV & Hepatitis and ...	1	0	0	20000000
result	60	epidemiology	organic	https://www.annualreviews.org/doi/abs/10.1146/annurev-publhealth-031914-122535	The Epidemiology of Firearm Violence in the Twenty-First Century ...	This brief review summarizes the basic epidemiology of firearm violence, a large and costly public health problem in the United States for which the mortality rate has remained unchanged for more than a decade. It presents findings for the present in light of recent trends. Risk for firearm violence varies substantially across ...	1	0	0	20000000
result	61	epidemiology	organic	https://medicine.mc.vanderbilt.edu/division-epidemiology-home	Division of Epidemiology Home | Department of Medicine	The Division of Epidemiology is committed to conducting research to enhance and expand our understanding of the distribution and determinants of disease, to promoting collaboration aimed at the translation of research into cost-effective strategies of disease prevention and health care delivery, and to training ...	1	0	0	20000000
result	62	epidemiology	organic	https://acepidemiology.org/	American College of Epidemiology (ACE)	The American College of Epidemiology is an organization of epidemiologists that serves the interests of the profession and its members through advocating for issues pertinent to epidemiology, a credential-based admission and promotion process, sponsorship of scientific meetings, publications and educational activities, ...	1	0	0	20000000
result	63	epidemiology	organic	https://london.ac.uk/courses/epidemiology	Epidemiology | University of London	Jan 9, 2018 - The MSc in Epidemiology will help you build the fundamental skills and competence and understanding of developments in the field of epidemiology.	1	0	0	20000000
result	64	epidemiology	organic	https://www.ncbi.nlm.nih.gov/pubmed/17251080	Epidemiology and burden of malaria in pregnancy. - NCBI	Lancet Infect Dis. 2007 Feb;7(2):93-104. Epidemiology and burden of malaria in pregnancy. Desai M(1), ter Kuile FO, Nosten F, McGready R, Asamoa K, Brabin B, Newman RD. Author information: (1)Malaria Branch, Division of Parasitic Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30341, USA.	1	0	0	20000000
result	65	epidemiology	organic	http://www.ochealthinfo.com/phs/about/dcepi/epi	Orange County, California - Epidemiology & Assessment	The Epidemiology and Assessment unit's medical directors, public health nurses, and epidemiologists investigate individual cases and outbreaks of reported communicable disease (see List of Reportable Diseases) per the State of California Code of Regulations. We monitor disease trends, and often provide current ...	1	0	0	20000000
result	66	epidemiology	organic	https://money.usnews.com/careers/best-jobs/epidemiologist	Epidemiologist/Medical Scientist - Career Rankings, Salary, Reviews ...	Find out more about the average epidemiologist/medical scientist salary and learn where the best-paying metropolitan areas are for a epidemiologist/medical scientist across the country.	1	0	0	20000000
result	67	epidemiology	organic	https://www.lshtm.ac.uk/study/masters/epidemiology	MSc Epidemiology | LSHTM	This programme equips students with the knowledge and statistical skills to make valuable contributions to medical research as well as public health in low-, middle- and high-income countries. Epidemiological methods underpin clinical medical research, public health practice and health care evaluation to investigate the ...	1	0	0	20000000
result	68	epidemiology	organic	https://www.public-health.uiowa.edu/epi/	Department of Epidemiology - University of Iowa College of Public ...	Prospective Students · Request More Information · Careers in Epidemiology · How to Apply/Admission Requirements · Financial Aid and Scholarships · FAQs for Prospective Students ...	1	0	0	20000000
result	69	epidemiology	organic	http://epidemiology.phhp.ufl.edu/	Department of Epidemiology » College of Public Health and Health ...	Welcome to the Department of Epidemiology. Introduction: The Department of Epidemiology is housed in both the Colleges of Public Health and Health Professions and Medicine at the University of Florida. Faculty members are jointly appointed in order to create synergies resulting in a strong, competitive research profile ...	1	0	0	20000000
result	70	epidemiology	organic	https://sph.uth.edu/divisions/epidemiology-human-genetics-environmental-sciences/	Epidemiology, Human Genetics & Environmental Sciences ...	Survey w military 208x200 Epidemiology. Epidemiology is one of the basic sciences of public health. Epidemiologists play a vital role in disease prevention through their study of detecting determinants and patterns of disease in vulnerable populations.	1	0	0	20000000
result	71	epidemiology	organic	http://publichealth.hsc.wvu.edu/epidemiology	Epidemiology | School of Public Health | West Virginia University	Epidemiology is the basic science of public health. It began with studying outbreaks of infectious disease but now encompasses the study of chronic disease – such as diabetes, cardiovascular disease, and cancer – as well as injury and violence. Epidemiological methods and data are employed to design interventions, ...	1	0	0	20000000
result	72	epidemiology	organic	http://www.azdhs.gov/preparedness/epidemiology-disease-control/index.php	ADHS - Epidemiology & Disease Control - Home	Get up-to-date info on infectious diseases and outbreaks in AZ. Download our new free app, IDAZ! Available in the App Store or Google Play. Get the facts about Eb...	1	0	0	20000000
result	73	epidemiology	organic	https://www.uu.nl/masters/en/epidemiology-postgraduate	Epidemiology Postgraduate - Masters - Utrecht University	Our postgraduate programme Epidemiology focuses on competencies that you need as an epidemiologist, such as research skills towards medicine and public health.	1	0	0	20000000
result	74	epidemiology	organic	https://familymedicine.vcu.edu/epidemiology/	Epidemiology - VCU Family Medicine and Population Health	Welcome to the Division of Epidemiology in the Department of Family Medicine and Population Health, at Virginia Commonwealth University. The Division integrates research, education and public health service programs. We offer a fully accredited Master's of Public Health degree. Our close ties to the Virginia Department ...	1	0	0	20000000
result	75	epidemiology	organic	https://stempel.fiu.edu/academics/school-of-public-health/epidemiology/	Epidemiology - Robert Stempel College of Public Health & Social Work	Epidemiology is a science rooted in finding solutions to serious public health problems like cardiovascular disease and cancer. Data concerning determinants and distribution are critical to improving the health of entire populations. In other words, epidemiologists identify why some people get sick and others do not.	1	0	0	20000000
result	76	epidemiology	organic	https://www.ihs.gov/epi/	Division of Epidemiology and Disease Prevention | Indian Health ...	The mission of the Indian Health Service is to raise the health status of the American Indian and Alaska Native people to the highest level possible. The Division of Epidemiology functions as the leading office in IHS for disease epidemiology, prevention and control activities for general infectious and chronic diseases as well ...	1	0	0	20000000
result	77	epidemiology	organic	https://www.e-epih.org/	Epidemiology and Health: epiH	Interpretation of epigenetic epidemiology for allergic diseases Jong-Myon Bae Epidemiol Health. 2018;e2018006. Zika: what we do and do not know based on the experiences of Brazil Cristina Possas Epidemiol Health. 2016;38:e2016023. Cited By 5 · Barriers to Transition-related Healthcare among Korean Transgender ...	1	0	0	20000000
result	78	epidemiology	organic	https://nepjol.info/index.php/NJE	Nepal Journal of Epidemiology - NepJOL	Indexed in PubMed, PubMed Central, the Emerging Sources Citation Index (Thomson Reuters), Ulrich's International Periodicals Directory (UPD), Google Scholar, Academic Journals Database, Biomedical Research Directory (Biores.org), BASE, NewJour, INCLEN Online Library, WorldCat, WorldWideScience.org ...	1	0	0	20000000
result	79	epidemiology	organic	https://ki.se/en/research/the-strategic-research-area-in-epidemiology-sfoepi	The Strategic Research Area in Epidemiology (SfoEpi) | Research ...	A strategic research area at Karolinska Institutet to further develop and integrate the unique resources for epidemiological research in Sweden such as biobanks, longitudinal cohorts, and newly available data sources such as computerized patient systems, the multigeneration- and prescription registries.	1	0	0	20000000
result	80	epidemiology	organic	https://epi.grants.cancer.gov/	Epidemiology & Genomics Research Program	The Epidemiology and Genomics Research Program, in the National Cancer Institute's Division of Cancer Control and Population Sciences, funds research in human populations to understand the determinants of cancer occurrence and outcomes.	1	0	0	20000000
result	81	epidemiology	organic	http://www.imdb.com/title/tt1640871/	"Community" Epidemiology (TV Episode 2010) - IMDb	Comedy · The study group is left to fend for themselves by Dean Pelton during a rabies outbreak due to tainted food at Greendale's Halloween party.	1	0	0	20000000
result	82	epidemiology	organic	http://www.dph.illinois.gov/data-statistics/epidemiology	Epidemiology | IDPH - Illinois.gov	The Illinois Department of Public Health's Division of Epidemiologic Studies is responsible for developing and managing the Illinois Health and Hazardous Substances Registry (Illinois Health and Hazardous Substances Registry Act [410 ILCS 525/1 et seq.], enacted in September 1984). The registry's goal is to develop and ...	1	0	0	20000000
result	83	epidemiology	organic	https://www.dovepress.com/clinical-epidemiology-journal	Clinical Epidemiology - Dove Press Open Access Publisher	An international, peer-reviewed, open access journal focusing on disease and drug epidemiology, identification of risk factors and screening procedures to develop optimal preventative initiatives and programs.	1	0	0	20000000
result	84	epidemiology	organic	https://www.albany.edu/sph/epi/	Epidemiology & Biostatistics - University at Albany-SUNY	The Department of Epidemiology and Biostatistics prepares students who wish to investigate the causes and risk factors of diseases and injuries in populations. Epidemiologists conduct both experimental and observational studies within the community, including studying the characteristics of individuals and their physical ...	1	0	0	20000000
result	85	epidemiology	organic	http://www.scimagojr.com/journalrank.php?category=2713	Journal Rankings on Epidemiology - SCImago	5, European Journal of Epidemiology, journal, 4.008 Q1, 87, 126, 322, 5231, 1703, 254, 6.60, 41.52, NL. 6, Alzheimer's and Dementia, journal, 3.982 Q1, 74, 149, 438, 6483, 3664, 404, 8.14, 43.51, NL. 7, The Lancet HIV, journal, 3.966 Q1, 16, 137, 202, 2605, 531, 73, 7.27, 19.01, GB. 8, Clinical Epidemiology Open Access ...	1	0	0	20000000
