TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	52	big data	organic	https://www.reuters.com/article/us-pharmaceuticals-data/big-pharma-big-data-why-drugmakers-want-your-health-records-idUSKCN1GD4MM	Big pharma, big data: why drugmakers want your health records	Mar 1, 2018 - Drugmakers are racing to scoop up patient health records and strike deals with technology companies as big data analytics start to unlock a trove of information about how medicines perform in the real world.	1	0	0	78700000
result	53	big data	organic	https://www.entrepreneur.com/topic/big-data	Big Data News & Topics - Entrepreneur	The latest news, videos, and discussion topics on Big Data.	1	0	0	78700000
result	54	big data	organic	http://adayinbigdata.com/	A day in Big Data - For Smarter Customer Experiences - OgilvyOne	OgilvyOne demonstrating how Big Data can create smarter customer experiences, make the world easier to navigate and treat people like individuals.	1	0	0	78700000
result	55	big data	organic	https://www.tableau.com/solutions/big-data	Big Data in Tableau: Faster insights with visual analytics	Exploring and analyzing big data translates information into insight. However, the massive scale, growth and variety of data are simply too much for traditional databases to handle. For this reason, businesses are turning towards Big Data technologies such as Hadoop, Spark and NoSQL databases to meet their rapidly ...	1	0	0	78700000
result	56	big data	organic	https://www.bloomberg.com/news/articles/2018-03-05/cargill-offers-big-data-to-make-shrimp-jumbo-with-digital-tools	Cargill Offers Big Data, Digital Tools to Help Shrimp Farmers ...	3 days ago - Cargill Inc. plans to offer big data to boost shrimp production, expanding technology tools that bolster agriculture to aquaculture.	1	0	0	78700000
result	57	big data	organic	https://www.healthcatalyst.com/big-data-in-healthcare-made-simple	Big Data in Healthcare Made Simple - Health Catalyst	Big data is generating a lot of hype in every industry including healthcare. As my colleagues and I talk to leaders at health systems, we've learned that they're looking for answers about big data. They've heard that it's something important and that they need to be thinking about it. But they don't really know what they're ...	1	0	0	78700000
result	58	big data	organic	https://datasciencedegree.wisconsin.edu/data-science/what-is-big-data/	What Is Big Data? | University of Wisconsin	Find out about what big data is and why it's only getting bigger. Then consider earning your data science master's degree from the University of Wisconsin.	1	0	0	78700000
result	59	big data	organic	https://www.ted.com/search?q=big+data	big data | Search Results | TED	Results 1 - 12 of 161 - Talks, people, playlists, topics, and events about "big data" on TED.com.	1	0	0	78700000
result	60	big data	organic	https://www.computerworld.com/category/big-data	Big Data | Computerworld	Big data news, trends, analysis and practical advice.	1	0	0	78700000
result	61	big data	organic	https://www.nutanix.com/solutions/big-data/	Nutanix Solutions for Big Data - Splunk, Hadoop, mongoDB	Support big data applications such as Splunk, Hadoop and mongoDB with predictable performance, linear scaling and high availability.	1	0	0	78700000
result	62	big data	organic	https://www.sciencealert.com/5-essential-resources-you-need-for-big-data-analysis	5 Essential Resources You Need for Big Data Analysis - ScienceAlert	Feb 8, 2018 - Whether it's marketing a new product or implementing a rebrand, today's companies don't make big decisions lightly. In fact, when it comes to moving forward with any significant initiative, businesses look to the data their customers provide to make sure they're moving in a direction their audience will follow ...	1	0	0	78700000
result	63	big data	organic	https://jujucharms.com/big-data	Juju solutions for big data | Juju - Juju Charms	When exploring big data solutions, one of the most daunting tasks users face is the setup and configuration of these usually complex tools.	1	0	0	78700000
result	64	big data	organic	http://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:big_data	Big Data - Google Scholar	Professore di Fisica Sperimentale, Università di Milano-Bicocca e INFN. Cited by 95462. Fisica delle Particelle Imaging Medico Big Data · Alexandre Vaniachine. Software Engineer, Argonne National Laboratory. Verified email at anl.gov. Cited by 89979. Big Data. Ion Stoica. Professor of Computer Science, UC Berkeley.	1	0	0	78700000
result	65	big data	organic	https://www.cio.com/category/big-data	Big Data news, analysis, how-to, opinion and video. | CIO	Big Data news, analysis, research, how-to, opinion, and video.	1	0	0	78700000
result	66	big data	organic	https://www.mongodb.com/big-data-explained	Big Data Explained | MongoDB	Big Data refers to technologies and initiatives that involve data that is too diverse, fast-changing or massive for conventional technologies, skills and infra- structure to address efficiently. Said differently, the volume, velocity or variety of data is too great. But today, new technologies make it possible to realize value from Big ...	1	0	0	78700000
result	67	big data	organic	https://dzone.com/big-data-analytics-tutorials-tools-news	DZone Big Data	Big Data Analytics news and training resources from DZone, the trusted source for learning advanced software design, web development and devops best practices.	1	0	0	78700000
result	68	big data	organic	http://www.dell.com/en-us/work/learn/business-intelligence-big-data	Big Data & Analytics | Dell United States	Dell's big data solutions allow you to improve customer experiences and business operations in this new data economy. Transform all your data into opportunity.	1	0	0	78700000
result	69	big data	organic	https://www.linkedin.com/pulse/channel/big_data	Big Data | Pulse | LinkedIn	Using Big Data and the Internet of Things to Help End Poverty. Published on LinkedIn by Jim Kim. 30 Amazing (And Free) Big Data And AI Public Data Sources For 2018. Published on LinkedIn by Bernard Marr. Why every company will soon need a data refinery. Published on LinkedIn by Mark Johnson. Using blockchain to ...	1	0	0	78700000
result	70	big data	organic	https://www.i-scoop.eu/big-data-action-value-context/	Big data in action: definition, value, evolutions, benefits and context	Big Data in action: Big Data and how it's moving towards the human, business and societal context with smart data and analytics.	1	0	0	78700000
result	71	big data	organic	http://www.bigdataforhumans.com/	Big Data for Humans | Customer Insight Automation	Big Data for Humans is placing the power of data science and highly granular customer insights directly into the hands of marketers to drive increased revenue.	1	0	0	78700000
result	72	big data	organic	https://software.microfocus.com/solutions/big-data-analytics-software	Big Data Software and Analytics Tools and Solutions - Micro Focus	1 day ago - Micro Focus offers the information management tools you need to leverage your most valuable business asset—your data—so you can find customer insight, protect your organization, and drive new revenue opportunities.	1	0	0	78700000
result	73	big data	organic	http://journals.sagepub.com/home/bds	Big Data & Society: SAGE Journals	Authors will enjoy: Expert submission support from Editor Evelyn Ruppert, Goldsmiths. Special Themed Collections which connect and develop research in key areas of Big Data. A leading Editorial Board of top researchers in Big Data. High quality and efficient peer review. An open access format ensuring maximum ...	1	0	0	78700000
result	74	big data	organic	https://www.thegreatcourses.com/courses/big-data-how-data-analytics-is-transforming-the-world.html	Big Data: How Data Analytics Is Transforming the World	This is the role of data analytics, a powerful set of tools for making sense of datasets of all sizes—from a personal exercise log to the massive collections of “big data” that define our information age. From science to sales, from sociology to sports, data analytics is unraveling the fascinating secrets hidden in numbers, patterns ...	1	0	0	78700000
result	75	big data	organic	https://www.netapp.com/us/solutions/applications/big-data-analytics/index.aspx	Big Data Analytics: Splunk, Hadoop & NoSQL Solutions | NetApp	Build your data lake on an enterprise-class storage platform. Boost uptime for your big-data analytics applications. Improve insights from existing and new data.	1	0	0	78700000
result	76	big data	organic	http://www.fujitsu.com/global/products/software/middleware/application-infrastructure/interstage/solutions/big-data/	FUJITSU Software Big Data - Fujitsu Global	FUJITSU Software Big Data. In recent years, the spread of technologies like smartphones, tablet devices and other smart devices, as well as various kinds of sensors and IC tags has caused the amount of data produced in our daily lives to grow at an explosive pace. At the same time, many companies are keen to use Big ...	1	0	0	78700000
result	77	big data	organic	https://www.infoworld.com/category/big-data	Big Data information, news, and how-to advice | InfoWorld	Big Data news, analysis, research, how-to, opinion, and video.	1	0	0	78700000
result	78	big data	organic	https://www.alteryx.com/solutions/big-data-analytics	Big Data Analytics Solution | Alteryx	Put the power of your databases to work. Unlock performance by blending and analyzing Big Data without moving it out of the database. Alteryx enables you to effortlessly utilize every ounce of your database's native intelligence for analytics. Comprehensive in-database support for Amazon, Oracle, Microsoft, Teradata and ...	1	0	0	78700000
result	79	big data	organic	https://thenextweb.com/tech/2018/03/08/israeli-entrepreneur-built-big-data-powered-bra-empire/	How this Israeli entrepreneur built a big data-powered bra empire - TNW	17 hours ago - Essentially, it's what happened if you replaced a bra fitter with a really smart computer algorithm, that's able to take advantage of big data analytics. “Brayola became the first online lingerie shop to match women with bras based on their personal sizes, tastes and styles,” Hashay said. The magic sauce is an ...	1	0	0	78700000
result	80	big data	organic	http://www.bmc.com/it-solutions/big-data.html	Big Data - BMC Software	BMC big data solutions automate, accelerate, and optimize Hadoop and supporting technologies to enable agility, operational excellence, and a competitive edge.	1	0	0	78700000
result	81	big data	organic	https://www.stir.ac.uk/postgraduate/programme-information/prospectus/computing-science-and-mathematics/bigdata/	Big Data – University of Stirling	Big Data skills are in high demand and they attract high salaries. The MSc Big Data at the University of Stirling is a taught advanced Master's degree covering the technology of Big Data and the science of data analytics. The course is taught in the beautiful Stirling campus in the heart of Scotland with support from companies ...	1	0	0	78700000
result	82	big data	organic	http://www.centurylink.com/business/solutions/big-data.html	Big Data Management & Business Analytics | CenturyLink	Get the most out of your data with big data management and analytics services. CenturyLink's experts can help your business gain the competitive advantage.	1	0	0	78700000
result	83	big data	organic	https://www.geekwire.com/2018/experts-predict-big-data-family-ties-will-shape-future-health/	How big data (and family ties) will shape the future of health – GeekWire	7 hours ago - It's no secret that a rising flood of data, from the results of sophisticated genetic tests to the vital signs recorded by your smartphone, is transforming the way we approach health and wellness. But one of the pioneers of that trend says big data could well shift the focus of the quest for wellness from the ...	1	0	0	78700000
result	84	big data	organic	https://intellipaat.com/big-data-hadoop-training/	Big Data Hadoop Training - Hadoop Certification Course - Intellipaat	It is a comprehensive Hadoop Big Data training course designed by industry experts considering current industry job requirements to provide in-depth learning on big data and Hadoop Modules. This is an industry recognized Big Data certification training course that is a combination of the training courses in Hadoop ...	1	0	0	78700000
result	85	big data	organic	http://bigdatasummitkc.org/	Big Data Summit KC	Engage via Slack! Join this Slack community to learn more about the event in real time and stay connected after the event! It's a great place to share all things big data, make suggestions ad collaborate!	1	0	0	78700000
result	86	big data	organic	https://www.softserveinc.com/en-us/studio/big-data-artificial-intelligence/	Big Data and Artificial Intelligence Studio | SoftServe	Uncover more meaningful insights and make better decisions with SoftServe's big data solutions.	1	0	0	78700000
result	87	big data	organic	https://www.couchbase.com/products/big-data	Big Data |Couchbase	Big data is not a single product or component – it's an umbrella of technologies and products. You can't really harness the power of big data with a single product. You need a solution that encompasses multiple technologies, and a toolbox to integrate them. While every big data solution is intrinsically different, the ...	1	0	0	78700000
result	88	big data	organic	http://www.pentaho.com/faq/what-is-big-data	What is Big Data? | Pentaho	Big data is crucial to gather enough information to detect meaningful trends. Pentaho can help you understanding big data and its main uses better.	1	0	0	78700000
result	89	big data	organic	https://uxdesign.cc/when-big-data-become-small-b9cec95c0a40	When Big Data Become Small – UX Collective	22 hours ago - I am reading this book called Algorithms to Live By from Brian Christian and Tom Griffiths. The main theme of the book is showing how computer algorithms can be helpful in real life situations like…	1	0	0	78700000
result	90	big data	organic	https://www.hse.ru/en/ma/bigdata/	MSc in Big Data Systems — National Research University Higher ...	This programme focuses on the value aspect of Big Data for large enterprises and the implementation of Big Data technology in the enterprise. It provides students with knowledge and understanding of the fundamental principles and technological components of Big Data, preparing them for careers within companies or in ...	1	0	0	78700000
result	91	big data	organic	https://bigdata.ieee.org/	IEEE Big Data: Home	IEEE Big Data Initiative is a new IEEE Future Directions initiative. Big data is much more than just data bits and bytes on one side and processing on the other. IEEE, through its Cloud Computing Initiative and multiple societies, has already been taking the lead on the technical aspects of big data.	1	0	0	78700000
result	92	big data	organic	http://istc-bigdata.org/	Intel Science & Technology Center for Big Data | Information about Big ...	The Intel Science and Technology Center for Big Data is one of a series of research collaborations that Intel is establishing with U.S. universities to identify and prototype revolutionary technology opportunities. The centers are designed to encourage closer collaboration among academic thought leaders in essential ...	1	0	0	78700000
result	93	big data	organic	https://www.nature.com/articles/d41586-018-02473-5	Infection forecasts powered by big data - Nature	1 day ago - Web searches, medical records and networks of local volunteers are enabling faster control of disease outbreaks.	1	0	0	78700000
result	94	big data	organic	https://www.bcg.com/capabilities/big-data-advanced-analytics/default.aspx	Big Data & Advanced Analytics Consulting - Trends & Analysis - BCG	Smart homes, the Internet of Things, social media, mobile applications, and other technologies are generating an unprecedented amount of multistructured data. This "big data" has the potential to transform businesses and industries and to unlock tremendous value. It transforms how companies organize themselves, ...	1	0	0	78700000
result	95	big data	organic	http://meetings.embo.org/event/18-data-biomedicine	Big data in biomedicine - EMBO	Feb 27, 2018 - Big data analytics is transforming biology and medicine by allowing researchers to extract more information and knowledge from rapidly growing diverse types of data. This India-EMBO Symposium focuses on the translational interface of big data with biomedicine at various scales ranging from microbes to ...	1	0	0	78700000
result	96	big data	organic	https://www.cis.upenn.edu/~cis545/	CIS 545: Big Data Analytics (Spring 2018) - CIS @ UPenn	In the new era of big data, we are increasingly faced with the challenges of processing vast volumes of data. Given the limits of individual machines (compute power, memory, bandwidth), increasingly the solution is to process the data in parallel on many machines. This course focuses on the fundamentals of scaling ...	1	0	0	78700000
result	97	big data	organic	https://www.futurelearn.com/courses/big-data-and-the-environment	Big Data and the Environment - Online Course - FutureLearn	Discover the potential of environmental data, and learn how it's used in business and research, with this online big data and the environment course.	1	0	0	78700000
result	98	big data	organic	https://www.snaplogic.com/solutions/big-data	Big Data Integration, Hadoop ETL - SnapLogic	Get an edge on the competition with a fast, multi-point and modern approach to big data integration. SnapLogic makes it easy to ingest, prepare and deliver data.	1	0	0	78700000
