TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	19	statistician	organic	https://www.careerbuilder.com/jobs-statistician	Statistician Jobs - Apply Now | CareerBuilder	Search CareerBuilder for Statistician Jobs and browse our platform. Apply now for jobs that are hiring near you.	1	0	0	11500000
result	20	statistician	organic	http://statsaddin.com/	Statistician – Powerful, Easy to Use Statistics Add-In for Excel	Statistician works in a unique way when compared to other Excel based statistical analysis software. Most importantly, it allows the user to store a data set and perform multiple analyses on it, a method used by all high end statistical software, but lacking in many other Excel add-ins which require the user to reselect data ...	1	0	0	11500000
result	21	statistician	organic	https://targetjobs.co.uk/careers-advice/job-descriptions/279107-statistician-job-description	Statistician: job description | TARGETjobs	What does a statistician do? Typical employers | Qualifications and training | Key skills A statistician gathers numerical data and then displays it, helping companies to make sense of quantitative data and to spot trends and make predictions. Typical responsibilities of the job include:	1	0	0	11500000
result	22	statistician	organic	https://www.census.gov/about/census-careers/opportunities/location/headquarters/stat-an.html	Statistician / Analyst - Census Bureau	Feb 28, 2017 - Statisticians at the Census Bureau work with a variety of different data. Learn more about working as a statistician / analyst here.	1	0	0	11500000
result	23	statistician	organic	https://www.tandfonline.com/loi/utas20	The American Statistician - Taylor & Francis Online	List of issues. Latest articles · Volume 71 2017 · Volume 70 2016 · Volume 69 2015 · Volume 68 2014 · Volume 67 2013 · Volume 66 2012 · Volume 65 2011 · Volume 64 2010 · Volume 63 2009 · Volume 62 2008 · Volume 61 2007 · Volume 60 2006 · Volume 59 2005 · Volume 58 2004 · Volume 57 2003 · Volume 56 2002 ...	1	0	0	11500000
result	24	statistician	organic	https://www.rand.org/statistics/jobs.html	Statistician Positions at RAND | RAND	Statisticians at RAND have many exciting opportunities to advance policy research by collaborating on multidisciplinary project teams, developing statistical methods, and leading research projects. There are also opportunities to teach at the Pardee RAND Graduate School. Our group of 14 Ph.D. statisticians and 11 ...	1	0	0	11500000
result	25	statistician	organic	https://www.careergirls.org/resources/how-do-i-do-this/statistician	Becoming a Statistician - Career Girls	Statistician. What is this job like? Statisticians use statistical methods to collect and analyze data and to help solve real-world problems in business, engineering, healthcare, or other fields. Statisticians often use samples to collect information. A sample provides information about a small group within a much larger group.	1	0	0	11500000
result	26	statistician	organic	https://study.com/articles/Statistician_Information_About_a_Career_in_the_Stats_Professions.html	Statistician: Information About a Career in the Stats Professions	Statisticians collect numerical data and draw conclusions from the information gathered. They develop surveys and conduct studies that help businesses and communities plan for the future. They may predict how well a new product or television show will perform or help community leaders plan future housing needs by ...	1	0	0	11500000
result	27	statistician	organic	https://www.allaboutcareers.com/careers/job-profile/statistician	Statistician Job Description | AllAboutCareers	Job Description. A statistician is responsible for the collation, evaluation, interpretation and presentation of quantitative data. Statisticians provide insights, recommendations, and advice on policy and strategy to internal or external clients. The scope of a statistician's responsibilities include the monitoring of data collection ...	1	0	0	11500000
result	28	statistician	organic	https://www.fda.gov/AboutFDA/WorkingatFDA/CareerDescriptions/ucm113298.htm	Career Descriptions > Statistician Positions at FDA	Apr 3, 2017 - View all current FDA job openings at USAJOBS. Description of Position. FDA mathematical statisticians, in a non-laboratory setting, perform duties that include: reviewing and evaluating scientific data and mathematical and statistical methods, and the procedures and concepts involved with New Drug ...	1	0	0	11500000
result	29	statistician	organic	http://www.dictionary.com/browse/statistician	Statistician | Define Statistician at Dictionary.com	Statistician definition, an expert in or compiler of statistics. See more.	1	0	0	11500000
result	30	statistician	organic	https://github.com/jtleek/datasharing	GitHub - jtleek/datasharing: The Leek group guide to data sharing	README.md. How to share data with a statistician. This is a guide for anyone who needs to share data with a statistician or data scientist. The target audiences I have in mind are: Collaborators who need statisticians or data scientists to analyze data for them; Students or postdocs in various disciplines looking for consulting ...	1	0	0	11500000
result	31	statistician	organic	https://www.sokanu.com/careers/statistician/	What does a Statistician do? - Sokanu	A statistician is someone who uses mathematical techniques to analyze and interpret data and draw conclusions. Although they work mostly in offices, they may travel in order to supervise surveys or gather data.	1	0	0	11500000
result	32	statistician	organic	https://www.vocabulary.com/dictionary/statistician	statistician - Dictionary Definition : Vocabulary.com	Numbers, numbers and more numbers. A statistician is a math expert who uses huge amounts of data to figure out how likely it is that something will happen, like your chances of winning the lottery.	1	0	0	11500000
result	33	statistician	organic	https://dictionary.cambridge.org/us/pronunciation/english/statistician	How to pronounce statistician in English - Cambridge Dictionary	How to pronounce statistician. How to say statistician. Listen to the audio pronunciation in the Cambridge English Dictionary. Learn more.	1	0	0	11500000
result	34	statistician	organic	http://www.thesaurus.com/browse/statistician	Statistician Synonyms, Statistician Antonyms | Thesaurus.com	Synonyms for statistician at Thesaurus.com with free online thesaurus, antonyms, and definitions. Dictionary and Word of the Day.	1	0	0	11500000
result	35	statistician	organic	http://www.mayo.edu/research/departments-divisions/department-health-sciences-research/division-biomedical-statistics-informatics/professional-opportunities/ms-statistician	M.S. Statistician - Division of Biomedical Statistics and Informatics ...	M.S. Statistician. The division occasionally has opportunities for master's level statisticians. To check for current openings, enter "statistician" as a keyword at Mayo Clinic's job website. At this site, you'll be able to apply for an open position by completing an online application. Additionally, Mayo Clinic in Arizona and Mayo ...	1	0	0	11500000
result	36	statistician	organic	https://www.monster.com/jobs/q-statistician-jobs.aspx	Statistician Jobs - Search Statistician Job Listings | Monster	Search for Statistician jobs at Monster. Browse our collection of Statistician job listings, including openings in full time and part time.	1	0	0	11500000
result	37	statistician	organic	https://en.wiktionary.org/wiki/statistician	statistician - Wiktionary	English[edit]. Pronunciation[edit]. IPA: /ˌstætɪsˈtɪʃn̩/. Noun[edit]. statistician (plural statisticians). A person who compiles, interprets, or studies statistics. (mathematics) A mathematician with a specialty of statistics. Translations[edit]. ±show ▽person who compiles, interprets, or studies statistics. Select targeted languages ...	1	0	0	11500000
result	38	statistician	organic	https://www.glassdoor.com/Salary/eBay-Statistician-Salaries-E7853_D_KO5,17.htm	eBay Statistician Salaries | Glassdoor	Average salaries for eBay Statistician: $112497. eBay salary trends based on salaries posted anonymously by eBay employees.	1	0	0	11500000
result	39	statistician	organic	https://www.amazon.com/Accidental-Statistician-Life-Memories-George/dp/1118400887	Amazon.com: An Accidental Statistician: The Life and Memories of ...	Celebrating the life of an admired pioneer in statistics. In this captivating and inspiring memoir, world-renowned statistician George E. P. Box offers a firsthand account of his life and statistical work. Writing in an engaging, charming style, Dr. Box reveals the unlikely events that led him to a career in statistics, beginning with ...	1	0	0	11500000
result	40	statistician	organic	https://www.onetcodeconnector.org/ccreport/15-2041.00	O*NET Code Connector - Statisticians - 15-2041.00	Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.	1	0	0	11500000
result	41	statistician	organic	https://www.collinsdictionary.com/us/dictionary/english/statistician	Statistician definition and meaning | Collins English Dictionary	Statistician definition: A statistician is a person who studies statistics or who works using statistics. | Meaning, pronunciation, translations and examples.	1	0	0	11500000
result	42	statistician	organic	https://www.bloomberg.com/news/articles/2018-03-08/u-k-s-top-statistician-says-rpi-inflation-gauge-beyond-saving	Top U.K. Statistician Says RPI Inflation Gauge Beyond Saving ...	1 day ago - The U.K.'s most senior statistician has a message for those calling for a reboot to improve the retail prices index -- it is not, and never will be, a good measure of inflation. National Statistician John Pullinger said the RPI has long overstated inflation and it's problems aren't limited to the Carli formula used in ...	1	0	0	11500000
result	43	statistician	organic	https://www.bloomberg.com/view/articles/2017-12-20/the-statistician-who-believed-in-miracles	The Statistician Who Believed in Miracles - Bloomberg	Dec 20, 2017 - UCLA statistician and epidemiologist Sander Greenland said that, indeed, people make subjective judgments using classical statistical analysis, often without being fully aware of it. In health-related studies, for example, people make decisions about where to put the burden of proof. If you're testing whether ...	1	0	0	11500000
result	44	statistician	organic	https://www.wsj.com/articles/greeces-response-to-its-resurgent-debt-crisis-prosecute-the-statistician-1486396434	Greece's Response to Its Resurgent Debt Crisis: Prosecute the ...	Feb 6, 2017 - Some people in high places know just whom to blame—a statistician in rural Maryland. Before Greece's debt crisis, its governments manipulated statistics and masked the size of budget deficits, waste and patronage. The statistician, Andreas Georgiou, moved from the U.S. to become Greece's first ...	1	0	0	11500000
result	45	statistician	organic	https://www.uclahealthcareers.org/job/7984709/statistician-westwood-ca/	Statistician | UCLA Health | Job #H94716 | Westwood, CA	Jan 22, 2018 - ResponsibilitiesIndividual to provide data base construction, data management, statistical analysis and advanced statistical modeling for Dr. Joann Elmore in the Department of Medicine in the Division of General Internal Medicine & Health Services Research. Primary job duties include collaborating on ...	1	0	0	11500000
result	46	statistician	organic	https://gradireland.com/careers-advice/job-descriptions/statistician-0	Statistician | gradireland	Alternative job titles for this role Actuary Research statistician Biostatistician Clinical statistician Econometrician Data analyst Introduction.	1	0	0	11500000
result	47	statistician	organic	https://www.tesla.com/careers/job/statistician-demandplanning-52306	Statistician, Demand Planning | Tesla	As statistician on the demand planning team, you will create and manage statistical forecasts, design process improvements and next generation algorithms, and perform analytics for Global Service Operations. We are responsible for the forecasting of all part and accessory materials for Tesla's Service Centers and ...	1	0	0	11500000
result	48	statistician	organic	https://www.yourfreecareertest.com/statistician/	What does a Statistician do? How to Become One and Job Description.	A statistician develops and applies statistical or mathematical theories to obtain and summarize useful information to help solve real-world problems. They collect and analyze data and use it in several industries, such as engineering, science, and business. The numerical data collected helps companies or clients ...	1	0	0	11500000
result	49	statistician	organic	https://www.amstat.org/ASA/Your-Career/home.aspx	Your Career - American Statistical Association	Your Career. Welcome to the ASA's career center, where you will find information about the ASA's accreditation, awards and recognition, and professional development programs. You also will have access to resources such as fellowships and grants, external funding sources, ethical guidelines for statisticians, and salary ...	1	0	0	11500000
result	50	statistician	organic	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9884	Journal of the Royal Statistical Society: Series D (The Statistician ...	This journal ceased in 2004. For more recent papers please visit other Royal Statistical Society Journals: Journal of the Royal Statistical Society - Series A: Statistics in Society · Journal of the Royal Statistical Society - Series B: Statistical Methodology · Journal of the Royal Statistical Society - Series C: Applied Statistics ...	1	0	0	11500000
result	51	statistician	organic	https://careers.walmart.com/us/jobs/894707BR-statistician-san-bruno-ca	Statistician in SAN BRUNO, CA | Walmart Careers	Apply online for the Statistician position in SAN BRUNO, CA at Walmart and Sam's Club!	1	0	0	11500000
result	52	statistician	organic	https://www.shmoop.com/careers/statistician/	Statistician: The Real Poop - Shmoop	Want to be a Statistician? Learn the low-down by reading Shmoop's career overview that outlines what it takes to get and keep the job.	1	0	0	11500000
result	53	statistician	organic	https://www.automaticstatistician.com/	Automatic Statistician	... to public data, and commercial data, there are relatively few people trained in the statistical and machine learning methods required to test hypotheses, make predictions, and otherwise create interpretable knowledge from this data. The Automatic Statistician project aims to build an artificial intelligence for data science, ...	1	0	0	11500000
result	54	statistician	organic	http://money.cnn.com/gallery/pf/2017/01/05/best-jobs-2017/87.html	Statistician - 2017 Best Jobs in America - CNNMoney	Jan 5, 2017 - Notes: All pay data from PayScale.com. Median pay is for an experienced worker (at least five or seven years in the field). Top pay represents the 90th percentile. Job growth is estimated for 2014-24, and based on people working in broader 'job family' from the Bureau of Labor Statistics. For more details ...	1	0	0	11500000
result	55	statistician	organic	https://www.nature.com/naturejobs/science/jobs/628759-statistician	Statistician : London, United Kingdom : Naturejobs	Nov 6, 2017 - Statistician - Medicines and Healthcare Products Regulatory Agency (MHRA) are looking for a Statistician in London, United Kingdom. Salary: unspecified, Hours: Full-time, Type: Permanent.	1	0	0	11500000
result	56	statistician	organic	https://www.theguardian.com/global-development/2017/feb/07/hans-rosling-obituary	Hans Rosling, statistician and development champion, dies aged 68 ...	Feb 7, 2017 - Hans Rosling, statistician and development champion, dies aged 68. Swedish academic, whose gift for making data sing brought his innovative ideas to a worldwide audience, dies after year-long illness. Global development is supported by. Bill and Melinda Gates Foundation About this content.	1	0	0	11500000
result	57	statistician	organic	https://arxiv.org/abs/1606.02185	[1606.02185] Towards a Neural Statistician - arXiv	Jun 7, 2016 - We show that we are able to learn statistics that can be used for: clustering datasets, transferring generative models to new datasets, selecting representative samples of datasets and classifying previously unseen classes. We refer to our model as a neural statistician, and by this we mean a neural network ...	1	0	0	11500000
result	58	statistician	organic	https://www.quantamagazine.org/statistician-proves-gaussian-correlation-inequality-20170328/	Statistician Proves Gaussian Correlation Inequality | Quanta Magazine	Mar 28, 2017 - As he was brushing his teeth on the morning of July 17, 2014, Thomas Royen, a little-known retired German statistician, suddenly lit upon the proof of a famous conjecture at the intersection of geometry, probability theory and statistics that had eluded top experts for decades. Known as the Gaussian ...	1	0	0	11500000
result	59	statistician	organic	https://careers.un.org/lbw/jobdetail.aspx?id=62024	Job Opening - UN Careers - the United Nations	Jun 17, 2016 - This position is located in the United Nations Conference on Trade and Development, Division on Globalization and Development Strategies, Development Statistics and Information Branch. The Statistician will report to the Head of the Branch. Responsibilities. Within delegated authority, the incumbent will ...	1	0	0	11500000
result	60	statistician	organic	http://wmbriggs.com/	William M. Briggs – Statistician to the Stars!	March 8, 2018 | 1 Comment. Don't Look To The Market To Protect Your True Rights. Anybody have a count of the corporations who flew the Sodomy Standard after Anthony Kennedy foisted his fantasies on the nation? How many minutes after the Supreme Court announced they found tucked away in a forgotten corner of ...	1	0	0	11500000
result	61	statistician	organic	https://www.science.purdue.edu/careers/what_can_i_do_with_a_major/sports_statistician.html	Purdue College of Science: Sports Statistician	Sports Statistician. Sports statisticians analyze data pertaining to sporting events, usually for major sports such as baseball, football or basketball. Sometimes called a scorer, sports statisticians record data live as it occurs.	1	0	0	11500000
result	62	statistician	organic	https://studentscholarships.org/salary/360/statisticians.php	Statisticians - What do Statisticians do?	Statistics is the scientific application of mathematical principles to the collection, analysis, and presentation of numerical data. Statisticians apply their mathematical and statistical knowledge to the design of surveys and experiments; the collection, processing, and analysis of data; and the interpretation of experiments and ...	1	0	0	11500000
result	63	statistician	organic	https://americas-cookmedical.icims.com/jobs/3094/statistician/job	Careers Center | Statistician - iCIMS	Oct 5, 2017 - Responsible for revision of policies and procedures with regard to statistical techniques (Hypothesis Testing, Confidence Limits, Sample Size Determination, Design of Experiment, Process Capability, Measurement System Analysis, Acceptance Sampling, Statistical Process Control, etc.) • Develop required ...	1	0	0	11500000
result	64	statistician	organic	https://www1.salary.com/FL/Statistician-I-salary.html	Statistician I Salaries in Florida and by education, experience ...	Salary ranges, benefits, bonuses, stats, job descriptions and open positions for Statistician I in Florida. Including Statistician I salaries in Boca Raton, Bradenton, Brandon, Cape Coral, Clearwater, Daytona Beach, Fort Lauderdale, Fort Myers, Gainesville, Hialeah, Hollywood, Jacksonville, Melbourne, Miami, Orlando, Palm ...	1	0	0	11500000
result	65	statistician	organic	https://main.hercjobs.org/jobs/10098750/statistician	'statistician OR STATECODE:"VA"' Jobs | HERC Jobs	The job you tried to view is no longer active. See similar jobs below or perform a new job search. Sort By. Newest, Relevance, Closest. Relevance. 2,145 'statistician OR STATECODE:"VA"' Jobs. Library Specialist, Part-time. Charlottesville, Virginia. Piedmont Virginia Community College. 11 Months Ago. Client Logo.	1	0	0	11500000
result	66	statistician	organic	https://www.campusexplorer.com/careers/46903395/statisticians/	Career Information: Statisticians - Campus Explorer	Detailed career information for Statisticians including salary, job outlook, employment opportunities and career training programs.	1	0	0	11500000
result	67	statistician	organic	http://daniellakens.blogspot.com/	The 20% Statistician	Now, you might have noticed that these four statements by statisticians of 'what we want' are all different. The one says 'we want' to know the posterior probability that our hypothesis is true, the others says 'we want' to know the false positive report probability, yet another says 'we want' effect sizes and their confidence ...	1	0	0	11500000
result	68	statistician	organic	https://afterinc.recruiterbox.com/jobs/fk06s9i/	Statistician at After Inc.	After Inc., a leading provider of warranty/marketing analytics and technology solutions, is seeking a Statistician to join our team. About This Position. When you join After Inc. you are joining a firm that brings together marketing, strategy, analytics and technology in a unique package to drive increased profits for our clients.	1	0	0	11500000
result	69	statistician	organic	https://www.jstor.org/journal/statistician	Journal of the Royal Statistical Society. Series D (The Statistician) on ...	The Statistician joined the Journal of the Royal Statistical Society as its Series D from the journal of the Institute of Statisticians after the merger of ...	1	0	0	11500000
result	70	statistician	organic	https://stat.cornell.edu/news/top-job-2017-statistician	Top Job in 2017? Statistician | Cornell University Department of ...	May 2, 2017 - According to one leading job-search site, statisticians are at the top of the list, with employment expected to jump by 34 percent in the coming seven years. In its annual look at best (and worst) jobs, CareerCast.com evaluated criteria like income, growth outlook, stress and environmental factors to determine ...	1	0	0	11500000
result	71	statistician	organic	https://simplystatistics.org/2013/02/15/interview-with-nick-chamandy-statistician-at-google/	Interview with Nick Chamandy, statistician at Google · Simply Statistics	Feb 15, 2013 - Nick Chamandy received his M.S. in statistics from the University of Chicago, his Ph.D. in statistics at McGill University and joined Google as a statistician. We talked to him about how he ended up at Google, what software he uses, and how big the Google data sets are. To read more interviews - check out ...	1	0	0	11500000
result	72	statistician	organic	https://www.politico.eu/article/greece-andreas-georgiou-elstat-by-convicting-an-honest-statistician-greece-condemns-itself/	By convicting an honest statistician, Greece condemns itself – POLITICO	Aug 2, 2017 - On Tuesday, Georgiou was handed a two-year suspended sentence for “breach of duty” during his stint at the head of the statistics agency, Elstat — a travesty that goes beyond the unfair treatment of one statistician to questions about the progress of Greece's economic recovery and the sustainability of the ...	1	0	0	11500000
result	73	statistician	organic	https://ucnet.universityofcalifornia.edu/system_series/f/15/aa3-05.html	Statistician | UCnet	Principal Statistician - 7211. Senior Statistician - 7212. Statistician - 7213. Assistant Statistician - 7214. May, 1978. Series Concept. Statisticians perform professional statistical work Using a variety of standard statistical methods and programming techniques in order to complete assignments; and perform other related duties ...	1	0	0	11500000
result	74	statistician	organic	http://www.careers.org/occupations/15-2041.00/statisticians	Careers.org | Statisticians - Occupational Profile and Resources ...	Statisticians Career Overview Profile with short video, earnings, outlook, knowledge, skills, abilities, typical tasks and activities, training requirements, nature of the work, occupations and academic programs related to Statisticians, as well as sample.	1	0	0	11500000
result	75	statistician	organic	http://weusemath.org/?career=statistician	We Use Math » Statistician	Statistics is the scientific application of mathematical principles to the collection, analysis, and presentation of numerical data. Statisticians apply their mathematical and statistical knowledge to the design of surveys and experiments; the collection, processing, and analysis of data; and the interpretation of the experiment and ...	1	0	0	11500000
result	76	statistician	organic	http://www.spanishdict.com/translate/statistician	Statistician in Spanish | English to Spanish Translation - SpanishDict	Translate Statistician. See authoritative translations of Statistician in Spanish with example sentences and audio pronunciations.	1	0	0	11500000
result	77	statistician	organic	https://www.macmillandictionary.com/us/dictionary/american/statistician	statistician (noun) definition and synonyms | Macmillan Dictionary	Define statistician (noun) and get synonyms. What is statistician (noun)? statistician (noun) meaning, pronunciation and more by Macmillan Dictionary.	1	0	0	11500000
result	78	statistician	organic	https://abbvie.referrals.selectminds.com/jobs/senior-research-statistician-66	Senior Research Statistician - AbbVie Careers	Statistics is responsible for providing services in the area of biostatistics and mathematics to all corporate divisions. These services are supplied....	1	0	0	11500000
result	79	statistician	organic	https://www.uslacrosse.org/sites/default/files/public/documents/rules/mens-statistics-guide.pdf	2017 men's lacrosse statisticians' manual - US Lacrosse	The NCAA Men's Lacrosse Statisticians' Manual is dedicated to the memory of our friend and colleague Mike. Colley, who passed away in the summer of 2009 at the all-too-young age of 46. Mike was a longtime member of the sports information staff at the University of Virginia, and he succeeded as Virginia's men's ...	1	0	0	11500000
result	80	statistician	organic	http://www.ncaa.org/championships/statistics/ncaa-statisticians-manual-and-resources	NCAA Statisticians' Manual and Resources | NCAA.org - The Official ...	NCAA Statisticians' Manual and Resources. Fall Sports. Football Statisticians' Manuals (since 2000 - includes easy-print version for recent years); Soccer Statisticians' Manual (since 2000); Volleyball Statisticians' Manual (since 2000 - includes easy-print version for recent years). Updated (2008) Volleyball Statistics Forms ...	1	0	0	11500000
result	81	statistician	organic	https://www.umb.edu/academics/graduate/center_for_statistical_computing/statistician	Statistician - University of Massachusetts Boston	Sep 1, 2017 - Jie Chen, Ph.D. Areas of Specialization Research: Jie Chen' current research interests focus on Spatial scan statistics, Multiple scan statistics, Sequential trials, Applied probability, Simultaneous confidence intervals, Parametric Bootstrap, Statistical inference and computation, Survey sampling and ...	1	0	0	11500000
result	82	statistician	organic	https://usccareers.usc.edu/job/los-angeles/statistician-i/1209/4264728	Statistician I at USC	Jan 10, 2018 - Learn more about applying for Statistician I at USC.	1	0	0	11500000
result	83	statistician	organic	http://www.nyc.gov/html/dcas/downloads/pdf/noes/201707029000.pdf	U:\USEG\Statistician, Exam No. 7029\Work in Progress ... - NYC.gov	Jun 30, 2017 - READ CAREFULLY AND SAVE FOR FUTURE REFERENCE. STATISTICIAN. Exam No. 7029. WHEN TO APPLY: From: May 3, 2017. APPLICATION FEE: $61.00. To: May 23, 2017. If you choose to pay the application fee with a credit/debit/gift card, you will be charged a fee of 2.49% of the payment amount ...	1	0	0	11500000
result	84	statistician	organic	http://www.michigan.gov/documents/StatisticianSpecialist_13045_7.pdf	statistician specialist - State of Michigan	STATISTICIAN SPECIALIST. JOB DESCRIPTION. Employees in this job function as professional specialists with responsibility for a statistics program or specialty area, or as an administrative assistant to an administrator or executive. Positions are (1) designated as specialists by the Appointing Authority; (2) accepted and ...	1	0	0	11500000
result	85	statistician	organic	https://exputec.com/wp-content/uploads/2018/01/Bioprocess-Data-Scientist-EN.pdf	Sr. Bioprocess Statistician - Exputec	Exputec is a technology company based in Vienna that produces and sells Software and Consulting solutions in the field of Biotechnology. Our innovative methods are based on discovering interdependencies which lead to a reduction of the process development time, heightened confidence in scalability, and an increase ...	1	0	0	11500000
result	86	statistician	organic	https://www.ncbi.nlm.nih.gov/pubmed/11523077	Enhancing the value delivered by the statistician throughout drug ...	Stat Med. 2001 Sep 15-30;20(17-18):2697-708. Enhancing the value delivered by the statistician throughout drug discovery and development: putting statistical science into regulated pharmaceutical innovation. Enas GG(1), Andersen JS. Author information: (1)Eli Lilly and Company, Lilly Corporate Center, Indianapolis, ...	1	0	0	11500000
