TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	10	data scientist	organic	http://www.slate.com/articles/technology/future_tense/2016/02/how_to_bring_better_ethics_to_data_science.html	How to bring better ethics to data science.	In the waning months of the Bloomberg administration, I worked for a time in a New York City Hall data group within the Health and Human Services division. One day, we were given a huge dataset on homeless families, which included various characteristics such as the number and age of children and ...	1	0	0	1960000
result	11	data scientist	organic	http://radar.oreilly.com/2011/09/building-data-science-teams.html	Building data science teams - O'Reilly Radar	Starting in 2008, Jeff Hammerbacher (@hackingdata) and I sat down to share our experiences building the data and analytics groups at Facebook and LinkedIn. In many ways, that meeting was the start of data science as a distinct professional specialization (see the “What makes a data scientist” section of ...	1	0	0	1960000
result	12	data scientist	organic	https://www.forbes.com/sites/louiscolumbus/2018/01/29/data-scientist-is-the-best-job-in-america-according-glassdoors-2018-rankings/	Data Scientist Is the Best Job In America According Glassdoor's 2018 ...	Jan 29, 2018 - Data Scientist has been named the best job in America for three years running, with a median base salary of $110000 and 4524 job openings. Median base salary of the 50 best jobs in America is $91000 with the average salary of the six analytics and data science jobs being $94167.	1	0	0	1960000
result	13	data scientist	organic	https://www.coursera.org/specializations/jhu-data-science	Data Science | Coursera	Data Science from Johns Hopkins University. Ask the right questions, manipulate data sets, and create visualizations to communicate results. This Specialization covers the concepts and tools you'll need throughout the entire data science ...	1	0	0	1960000
result	14	data scientist	organic	https://www.prospects.ac.uk/job-profiles/data-scientist	Data scientist job profile | Prospects.ac.uk	Discover what it takes to be a Data scientist. Find out expected salary, working hours, qualifications and more.	1	0	0	1960000
result	15	data scientist	organic	https://www.datacamp.com/tracks/data-scientist-with-python	Data Scientist with Python Track | DataCamp	Learn Data Science with this collection of tutorials covering data manipulation, data visualization, machine learning and more.	1	0	0	1960000
result	16	data scientist	organic	https://www.edx.org/micromasters/data-science	Data Science | edX	Excel in Data Science, one of the hottest fields in tech today. Learn how to gain new insights from big data by asking the right questions, manipulating data sets and visualizing your findings in compelling ways. In this MicroMasters program, you will develop a well-rounded understanding of the mathematical and ...	1	0	0	1960000
result	17	data scientist	organic	http://www.businessinsider.com/what-its-like-to-be-a-data-scientist-best-job-in-america-2017-9	What it's like to be a data scientist, the best job in America right now ...	Sep 24, 2017 - If you've ever wondered what exactly a "data scientist" is or does, wonder no more.	1	0	0	1960000
result	18	data scientist	organic	https://towardsdatascience.com/the-two-sides-of-getting-a-job-as-a-data-scientist-a4571acc58bc	The two sides of Getting a Job as a Data Scientist – Towards Data ...	Feb 26, 2018 - Hello! This is a blog post I've been waiting a lot to write. Mostly because I needed to do my research and listen to what other people have to say about this. I consider myself a Data Scientist, not…	1	0	0	1960000
result	19	data scientist	organic	https://www.datacamp.com/tracks/data-scientist-with-r	Data Scientist with R Track | DataCamp	Become a Data Scientist and learn techniques from statistics, machine learning, and R programming to interpret complex data.	1	0	0	1960000
result	20	data scientist	organic	https://www.ibm.com/analytics/data-science	Data Science and Advanced Analytics | IBM Analytics	Transform your data into tangible business value with the latest, most flexible and open technology. Enable your data scientists, data engineers, machine learning engineers, and analysts to collaborate with the best-in-class open source tools and visual tools, along with the most flexible and scalable deployment options.	1	0	0	1960000
result	21	data scientist	organic	https://www.linkedin.com/jobs/data-scientist-jobs	16,000+ Data Scientist Jobs | LinkedIn	Today's top 16518 Data Scientist jobs in United States. Leverage your professional network, and get hired. New Data Scientist jobs added daily.	1	0	0	1960000
result	22	data scientist	organic	https://www.springboard.com/workshops/data-science-career-track	Data Science Career Track | Springboard	Data Science Career Track is your springboard to a data science career. Online, mentor-guided bootcamp, designed to get you hired. Get a job, or your money back.	1	0	0	1960000
result	23	data scientist	organic	https://www.burtchworks.com/2014/11/17/must-have-skills-to-become-a-data-scientist/	The Must-Have Skills You Need to Become a Data Scientist - Burtch ...	Nov 17, 2014 - Education – Data scientists are highly educated – 88% have at least a Master's degree and 46% have PhDs – and while there are notable exceptions, a very strong educational background is usually required to develop the depth of knowledge necessary to be a data scientist. Their most common fields of ...	1	0	0	1960000
result	24	data scientist	organic	https://www.riotgames.com/en/work-with-us/job/13287	Data Scientist | Riot Games	Data Scientist. Los Angeles, USA. Riot Games was established in 2006 by entrepreneurial gamers who believe that player-focused game development can result in great games. In 2009, Riot released its debut title League of Legends to critical and player acclaim. As the most played PC game in the world, over 100 million ...	1	0	0	1960000
result	25	data scientist	organic	https://www.cio.com/article/3217026/data-science/what-is-a-data-scientist-a-key-data-analytics-role-and-a-lucrative-career.html	What is a data scientist? A key data analytics role and a lucrative ...	Feb 26, 2018 - Data scientists uncover insights from massive amounts of data to help shape or meet business goals. The data scientist role is becoming increasingly important as businesses rely on data analytics to drive decision-making. Here are the skills, experience, education and training that will help you launch a ...	1	0	0	1960000
result	26	data scientist	organic	https://boards.greenhouse.io/snapchat/jobs/534341	Job Application for Data Scientist at Snap Inc. - Greenhouse	We're looking for a Data Scientist to join Snap Inc! Working closely alongside the Engineering, Product Design, and Product Management teams, you will create inventive, data-based approaches to solving difficult business problems. What you'll do: Partner with the Product, Finance, and Engineering teams, and apply your ...	1	0	0	1960000
result	27	data scientist	organic	https://medium.freecodecamp.org/aspiring-data-scientist-master-these-fundamentals-be7c54350868	Aspiring data scientist? Master these fundamentals.	Feb 12, 2018 - Data science is an exciting, fast-moving field to become involved in. There's no shortage of demand for talented, analytically-minded individuals. Companies of all sizes are hiring data scientists, and the role provides real value across a wide range of industries and applications. Often, people's first ...	1	0	0	1960000
result	28	data scientist	organic	https://www.glassdoor.com/Salaries/data-scientist-salary-SRCH_KO0,14.htm	Salary: Data Scientist | Glassdoor	4321 Data Scientist Salaries provided anonymously by employees. What salary does a Data Scientist earn in your area?	1	0	0	1960000
result	29	data scientist	organic	https://academy.microsoft.com/en-us/professional-program/tracks/data-science/	Online Data Science Courses | Microsoft Professional Program	Opportunities for data scientists—one of today's hottest jobs—are rapidly growing in response to the exponential amounts of data being captured and analyzed. Companies hire data scientists to find insights and to solve meaningful business problems. Get the real-world knowledge and hands-on experience that can help ...	1	0	0	1960000
result	30	data scientist	organic	https://hackernoon.com/how-to-grow-as-a-data-scientists-f27c9114fefb	How To Grow As A Data Scientist – Hacker Noon	Dec 19, 2017 - The role of a data scientist still varies from company to company and even team to team. This makes it much harder for companies to create a standardized growth plan for their data scientists…	1	0	0	1960000
result	31	data scientist	organic	https://www.cbsnews.com/media/the-best-11-jobs-in-america-for-2017/12/	1. Data scientist: $110,000 - 11 best jobs for 2017 offer high pay, good ...	For a second year in a row, data scientists have scored the top slot in Glassdoors annual survey of the years ...	1	0	0	1960000
result	32	data scientist	organic	https://www.udemy.com/topic/data-science/	Top Data Science Courses Online - Updated March 2018 - Udemy	Learn Data Science today: find your Data Science online course on Udemy.	1	0	0	1960000
result	33	data scientist	organic	https://datasciencedegree.wisconsin.edu/data-science/what-do-data-scientists-do/	What Do Data Scientists Do? | University of Wisconsin Data Science	Find out what data scientists do and if the field is right for you. Then ask about a Master's in Data Science degree from the University of Wisconsin.	1	0	0	1960000
result	34	data scientist	organic	https://www.airbnb.com/careers/departments/data-science-analytics	Data Science and Analytics Department | Careers at Airbnb	The Data Science/Analytics team helps navigate Airbnb through uncharted waters. We turn hard data into useful insights and compelling stories. From optimizing our site to guiding on-the-ground operations, we love to challenge conventional wisdom, use information to build awesome visualizations, and develop effective ...	1	0	0	1960000
result	35	data scientist	organic	https://www.wired.com/story/should-data-scientists-adhere-to-a-hippocratic-oath/	Should Data Scientists Adhere to a Hippocratic Oath? | WIRED	Feb 8, 2018 - One idea swirling around: Should the programmers and data scientists massaging our data sign a kind of digital Hippocratic oath? Microsoft released a 151-page book last month on the effects of artificial intelligence on society that argued “it could make sense” to bind coders to a pledge like that taken by ...	1	0	0	1960000
result	36	data scientist	organic	https://nubank.workable.com/j/5901B90A55	Data Scientist - Nubank - Jobs: Data Scientist - Apply online - Workable	All jobs → Data Scientist. Data Scientist. São Paulo, State of São Paulo, Brazil · Data Science. Description. Why do we hire data scientists? Nubank is a technology company that has set out to completely rethink financial services in Brazil. We need world-class data scientists (and modelers, statisticians, AI practitioners, ...	1	0	0	1960000
result	37	data scientist	organic	http://bigdata-madesimple.com/what-is-a-data-scientist-14-definitions-of-a-data-scientist/	What is a data scientist? 14 definitions of a data scientist!	Data scientist is a person who has the knowledge and skills to conduct sophisticated and systematic analyses of data. A data scientist extracts insights fr.	1	0	0	1960000
result	38	data scientist	organic	https://www.payscale.com/research/US/Job=Data_Scientist%2C_IT/Salary	Data Scientist, IT Salary - PayScale	As of Mar 2018, the average pay for a Data Scientist, IT is $90958 annually or $36.02 /hr.	1	0	0	1960000
result	39	data scientist	organic	https://www.adobe.com/careers/data-science.html	Search data science jobs | Adobe careers	Adobe is one of the largest data collection platforms in the world, managing approximately 35 petabytes of customer data and processing one trillion transactions per quarter. But it's not just the quantity of data — it's the quality of the work that makes this an amazing time to be a data scientist at Adobe. Join us to turn data ...	1	0	0	1960000
result	40	data scientist	organic	https://www.inc.com/minda-zetlin/how-to-land-a-high-paying-data-science-job-even-if-you-have-the-wrong-backgroun.html	How to Land a High-Paying Data Science Job (Even If You Have the ...	Oct 21, 2015 - Would you like to work in a field where average salaries are in the six figures, the potential for raises and promotions is high, demand for employees far outstrips supply, and you can easily start your own business? If all that sounds appealing, consider data science. Glassdoor reports an average salary of ...	1	0	0	1960000
result	41	data scientist	organic	https://weworkremotely.com/remote-jobs/zapier-data-scientist	Zapier: Data Scientist - We Work Remotely	Feb 14, 2018 - Hi there! We're looking for a Data Scientist to join the data team at Zapier. Interested in helping grow a product that helps the world automate their work so they can get back to living? Then read on… Even though our job description may seem like we are looking for a specific candidate, the role inevitably ...	1	0	0	1960000
result	42	data scientist	organic	https://insightdatascience.com/	Insight Data Science Fellows Program	An intensive 7-week post-doctoral training fellowship bridging the gap between academia & data science. Join top companies working on data science.	1	0	0	1960000
result	43	data scientist	organic	https://www.dataquest.io/path/data-scientist-track	Data Scientist Path: Interactive Python, R, SQL | Dataquest	Start our Data Scientist Path for free and learn data science skills to advance your career. Includes Python, R, Pandas, Machine Learning, and more. Build projects including predicting house prices.	1	0	0	1960000
result	44	data scientist	organic	https://careers.twitter.com/en/teams/data-science-analytics.html	Data Science & Analytics - Twitter Careers	Many types of people use Twitter across every contintent in the world and we're working hard to understand who they are, how they use our product, and what we can build to better their experience. Our data science and analytics teams focus on a variety of projects, from core systems engineering for machine learning and ...	1	0	0	1960000
result	45	data scientist	organic	https://stripe.com/jobs/positions/data-scientist	Data Scientist - Jobs at Stripe	Data Scientist San Francisco. Generate insights and impact from data. Stripe is the best software platform for running an internet business. We handle billions of dollars every year for hundreds of thousands of businesses around the world. One third of Americans bought something on Stripe in the last year. With all this data, ...	1	0	0	1960000
result	46	data scientist	organic	https://jobs.lever.co/retentionscience/10da8f15-c4a8-41ff-8433-cbd779f40fd2	Retention Science - Data Scientist - Lever	ReSci builds advanced AI software that transforms information about customers into powerful data science predictions. With our award-winning AI platform-Cortex, we take the guesswork out of marketing by uncovering customer trends undetectable by the human mind to deliver thriving and successful campaigns. Our goal ...	1	0	0	1960000
result	47	data scientist	organic	https://orbitalinsight.com/careers/data-scientist/	Data Scientist - Orbital Insight	Data Scientist. Our mission is to understand the Earth, including all of the economic and social trends impacting us. To do that we are building the best data science team in the world to generate actionable intelligence from millions of satellite and aerial images. Current members come from backgrounds including ...	1	0	0	1960000
result	48	data scientist	organic	https://www.datasciencecentral.com/profiles/blogs/how-much-do-data-scientists-really-earn	How Much Do Data Scientists Really Earn? - Data Science Central	Jun 28, 2015 - Last year, there was much made of an unconfirmed report that a developer at Google was making $3 million a year. It made many people speculate that the high demand for data scientists coupled with the low supply was creating a salary bubble. IT World couldn't confirm the $3 million developer story, but ...	1	0	0	1960000
result	49	data scientist	organic	https://www.spotifyjobs.com/job/data-scientist-marketing-berlin-ooqv6fwz/	Data Scientist, Marketing (Berlin) – Spotify Jobs	Location: Berlin, Germany. We are looking for a Data Scientist to join the band and help drive a data-first culture across Spotify. As a Marketing Data Scientist, your mission is to turn terabytes of data into insights that help plan, measure, and optimize performance across our always-on marketing channels.	1	0	0	1960000
result	50	data scientist	organic	https://www.thinkful.com/bootcamp/data-science/flexible/	Become a Data Scientist | Thinkful Data Science	Built to land you a job in data science or your money back. Work 1-on-1 with a mentor to learn best practices, stats, and big data.	1	0	0	1960000
result	51	data scientist	organic	https://www.gartner.com/it-glossary/data-scientist	Data Scientist - Gartner IT Glossary	The data scientist role is critical for organizations looking to extract insight from information assets for “big data” initiatives and requires a broad combination of skills that may be fulfilled better as a team, for example: Collaboration and team work is required for working with business stakeholders to understand business ...	1	0	0	1960000
result	52	data scientist	organic	https://www.pce.uw.edu/certificates/data-science	Certificate in Data Science - UW Professional & Continuing Education	Businesses and organizations today have ready access to huge amounts of data, but they're less adept at making sense of it. The role of the data scientist — turning statistical information into meaningful, actionable insights — is increasingly crucial as companies strive to stay ahead of the competition. In this three-course ...	1	0	0	1960000
result	53	data scientist	organic	https://generalassemb.ly/education/data-science-immersive	Become a Data Scientist - Training from Industry | General Assembly	Make smarter decisions by gaining the data analytics, data modeling, programming and statistics skills you need to start a career in data.	1	0	0	1960000
result	54	data scientist	organic	https://www.buzzfeed.com/about/jobs?gh_jid=734979	Data Scientist - BuzzFeed	BuzzFeed is looking for extraordinary data scientists to join its New York and Los Angeles offices. We're seeking passionate professionals who have a proven track record using data in a meaningful way - whether building product or supporting decisions. The right candidate balances technical expertise, domain knowledge ...	1	0	0	1960000
result	55	data scientist	organic	https://seatgeek.com/jobs/data_scientist	Data Scientist, Work at SeatGeek | SeatGeek	Data Scientist. Apply. SeatGeek operates a unique business model in a complicated, opaque market. Many of the hardest problems we face have never been tackled at scale and do not have clear questions, let alone answers. Moving forward requires critical thinking, rapid prototyping, and intellectual dexterity. Our team ...	1	0	0	1960000
result	56	data scientist	organic	https://workingatbooking.com/department/data-science/	Data Science - Working at Booking.com	We all have ideas and opinions, and sometimes we're right. But at Booking.com we like to prove that we're right – with data. The Data Science teams at Booking.com focuses on all aspects of our business: demand for our product, partnership with property owners, website content, functionality of the site itself and customer ...	1	0	0	1960000
result	57	data scientist	organic	https://jobs.chegg.com/Data-Science-jobs	Data Science 7 jobs - Chegg jobs	Jobs 1 - 7 of 7 - Data Scientist – Machine Learning / Graph & Modeling. Santa Clara, CA, United States Data Science Posted Mar 08 · Data Science Manager (Consumer Analytics). New Delhi, Delhi, India Data Science Posted Mar 08 · Data Analyst - (Contractor) 4-5 months. Santa Clara, CA, United States Data Science ...	1	0	0	1960000
result	58	data scientist	organic	https://gradireland.com/careers-advice/job-descriptions/data-scientist	Data scientist | gradireland	A data scientist turns raw data into valuable insights that an organisation needs in order to grow and compete. He or she is part statistician, part artist – interpreting and analysing data from multiple sources to come up with imaginative solutions to problems. It's a rapidly evolving role in a fast-changing sector and one that is ...	1	0	0	1960000
result	59	data scientist	organic	https://www.zynga.com/careers/positions/data-scientist	Data Scientist | Zynga	We are looking for a talented Data Scientist to explore this data using advanced analytics, and help build models and tools to develop a deep understanding of the player base and predict behaviour. This allows us to create an optimised and personalised experience. Main Responsibilities And Accountabilities: Develop a ...	1	0	0	1960000
result	60	data scientist	organic	https://www.usq.edu.au/study/degrees/careers/data-scientist	Data Scientist - University of Southern Queensland	Data Scientists focus on understanding and overcoming the business challenges associated with capturing, storing, transferring, searching, sorting out and interpreting large amounts of data in an increasingly technologically-reliant world. They look at data from many angles, determine what it means to their organisation ...	1	0	0	1960000
result	61	data scientist	organic	https://www.tesla.com/careers/job/reliability-datascientist-60677	Reliability Data Scientist | Tesla | Tesla	Description. The Role. We're looking for an exceptional Data Scientist/Engineering Analyst that will focus on the reliability analyses for Tesla Energy Products. This person will be responsible for leveraging data to improve how our products are designed, tested, and used by customers. This work will include: statistical ...	1	0	0	1960000
result	62	data scientist	organic	https://jobs.jhu.edu/job/Baltimore-Data-Scientist-MD-21218/439924200/	Data Scientist - JHU Jobs - Johns Hopkins University	Classified Title: Data Analytics Manager Role/Level/Range: ATP/4/PE Starting Salary Range: Commensurate with Experience Employee group: Full Time Schedule: M-F, 8:30-5:00. Employee subgroup: Exempt Location: Baltimore, MD Department name: Sociology Personnel area: Krieger School of Arts & Sciences.	1	0	0	1960000
result	63	data scientist	organic	https://www.futurelearn.com/career-advice/become-a-data-scientist	How to Become a Data Scientist - Career Advice - FutureLearn	Get the qualifications and skills you'll need for a data scientist or data analyst career with online data science courses, including learning Hadoop.	1	0	0	1960000
result	64	data scientist	organic	https://research.fb.com/category/data-science/	Data Science – Facebook Research	Our findings directly inform decisions to improve people's everyday experiences on Facebook, make it easier and more intuitive to use, and find ways to facilitate meaningful social interactions. Research efforts span a variety of disciplines, including computational social science, econometrics, operations research, market ...	1	0	0	1960000
result	65	data scientist	organic	http://www.slate.com/articles/technology/future_tense/2016/02/how_to_bring_better_ethics_to_data_science.html	How to bring better ethics to data science.	Feb 4, 2016 - In the waning months of the Bloomberg administration, I worked for a time in a New York City Hall data group within the Health and Human Services division. One day, we were given a huge dataset on homeless families, which included various characteristics such as the number and age of children and ...	1	0	0	1960000
result	66	data scientist	organic	https://jobs.jobvite.com/sitecore/job/oZ8b5fw7	Sitecore Careers - Data Scientist - Jobvite	Description. Sitecore is the global leader in experience management software that enables context marketing. The Sitecore® Experience Platform™ manages content, supplies contextual intelligence, automates communications, and enables personalized commerce, at scale. It empowers marketers to deliver content in ...	1	0	0	1960000
result	67	data scientist	organic	https://www.cnbc.com/2018/02/23/a-data-scientist-in-his-20s-explains-the-secret-to-warren-buffetts-optimism.html	A data scientist in his 20s explains the secret to Warren Buffett's ...	Feb 24, 2018 - A data scientist performed a sentiment analysis of Warren Buffett's Berkshire Hathaway shareholder letters and found that he's a highly optimistic leader.	1	0	0	1960000
result	68	data scientist	organic	https://www.galvanize.com/phoenix/data-science	Become a Data Scientist in Phoenix | Bootcamp | Galvanize | Galvanize	When you become a data scientist at Galvanize, you get more than an education because our campus is more than just classrooms. We're home to hundreds of startups and Fortune 500 companies where you'll build your professional network while honing your technical skills.	1	0	0	1960000
result	69	data scientist	organic	https://careers.slb.com/experiencedprofessionals/jobaddetail.aspx?id=18944	Data Scientist - Careers, Schlumberger	Schlumberger has an opening in Houston, Texas for a Data Scientist. Data Scientist is responsible to address highly challenging scientific and engineering problems for exploration and production (E&P) applications using machine-learning and data analytics methods. We are seeking scientists and engineers with a strong ...	1	0	0	1960000
result	70	data scientist	organic	https://www.ideo.com/jobs/data-science/munich/1004084/data-scientist	Data Scientist | ideo.com	In a nutshell: IDEO is looking for Data Scientists to join our team around the world. We're looking for self-starters who can creatively apply data science in the real world and continually learn new things (both technical and non-technical) independently.	1	0	0	1960000
result	71	data scientist	organic	https://www.amazon.jobs/en/jobs/564869/data-scientist-intern	Data Scientist Intern - Job ID: 564869 - Amazon.jobs	DESCRIPTION. *Must be enrolled at a university and plan to return for additional school terms prior to graduating. Otherwise, please apply to the Data Scientist full-time posting if you are graduating prior to August 2018.* Are you passionate about applying your strong quantitative analysis and big data skills to ...	1	0	0	1960000
result	72	data scientist	organic	https://careers.pinterest.com/careers/details/data-scientist_san-francisco_48105	Data Scientist | Pinterest Careers	We're looking for a Data Scientist to help us connect Pinners to actionable content that improves the Pinner experience. You'll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products. What you'll do : Perform deep dive analysis to understand and ...	1	0	0	1960000
result	73	data scientist	organic	https://www.kaggle.com/jobs	Kaggle: Your Home for Data Science	Kaggle is the world's largest community of data scientists, statisticians, and machine learning engineers. Kagglers demonstrate the skills to solve the toughest problems across many industries. Create a job listing. Seeking? Browse the top data science careers. The jobs board sources career openings for data professionals ...	1	0	0	1960000
result	74	data scientist	organic	https://www.paysa.com/salaries/data-scientist--t	Data Scientist Salaries | Paysa	Jan 26, 2018 - The average salary for Data Scientist is $99.6K per year, ranging from $69.6K to $132K. Compare more salaries for Data Scientist at Paysa.com - Know Your Worth.	1	0	0	1960000
result	75	data scientist	organic	https://www.datascienceweekly.org/	Data Science Weekly	Data Science Weekly Newsletter: A free weekly newsletter featuring curated news, articles and jobs related to Data Science.	1	0	0	1960000
result	76	data scientist	organic	https://www.thisismetis.com/data-science-bootcamps	Data Science Bootcamps | Metis	Learn data science in an immersive environment with in-class instruction of theory and technique and use real data to build a five-project portfolio to present to potential employers. The rigorous program includes machine learning, programming in multiple languages ( Python, UNIX, JavaScript ), data wrangling, project ...	1	0	0	1960000
result	77	data scientist	organic	https://www.lynda.com/learning-paths/IT/become-a-data-scientist	Become a Data Scientist - Learning Path - Lynda.com	Become a Data Scientist. Whether you're working in IT or simply have an interest in entering the exciting field, this learning path will support you in developing a career in data science. Learn about the fundamental stages of data science work, from Statistics and Systems Engineering to Data Mining and Machine Learning.	1	0	0	1960000
result	78	data scientist	organic	https://www.firstderivatives.com/careers/graduates/data-scientist/	Data Scientist | FD - First Derivatives	First Derivatives plc is currently recruiting for a number of HQ and Overseas roles in our Data Scientist stream. These roles offer candidates a unique opportunity to enter the Big Data world where the emphasis is on problem solving using a combination of analytics, imagination and business understanding. Data Scientists ...	1	0	0	1960000
result	79	data scientist	organic	https://www.capitalonecareers.com/job/new-york/data-scientist/1732/5983160	Data Scientist at Capital One - US	Oct 13, 2017 - As a Data Scientist at Capital One, you'll be part of a team that's leading the next wave of disruption at a whole new scale, using the latest in distributed computing technologies and operating across billions and billions of customer transactions to unlock the big opportunities that help everyday people save ...	1	0	0	1960000
result	80	data scientist	organic	https://www.rti.org/service-capability/data-science	Data Science | RTI	From data visualization to predictive modeling, we apply a diverse set of tools to deliver insights needed to tackle unique issues.	1	0	0	1960000
result	81	data scientist	organic	https://jobs.exxonmobil.com/ExxonMobil/job/Bangalore-Data-Scientist-KA/404709700/	Data Scientist - ExxonMobil	Bangalore Data Scientist - KA.	1	0	0	1960000
result	82	data scientist	organic	https://www.simplilearn.com/data-science-vs-big-data-vs-data-analytics-article	Data Science vs. Big Data vs. Data Analytics - Simplilearn	This article talks about what is Big Data, Data Analytics, and Data Science and the major differences between the three terminologies.	1	0	0	1960000
result	83	data scientist	organic	https://www.thedailybeast.com/data-science-is-booming-dont-get-left-behind	Data Science is Booming, Don't Get Left Behind - The Daily Beast	6 days ago - Learn the software and tools you need to break into the data science industry for under $40.	1	0	0	1960000
result	84	data scientist	organic	https://www.cloudera.com/more/training/courses/data-scientist-training.html	Data Scientist Training - Cloudera	Using scenarios and datasets from a fictional technology company, students discover insights to support critical business decisions and develop data products to transform the business. The material is presented through a sequence of brief lectures, interactive demonstrations, extensive hands-on exercises, and discussions ...	1	0	0	1960000
result	85	data scientist	organic	https://www.mckinsey.com/careers/search-jobs/jobs/data-scientist-new-ventures-campus-1223	Data Scientist - New Ventures Campus | Careers | McKinsey & Company	You'll conduct hands-on rigorous quantitative analysis, including getting the data, cleaning it (when necessary / relevant), and exploring it for accuracy.You'll deploy statistical modeling and.	1	0	0	1960000
result	86	data scientist	organic	https://www.meetup.com/Data-Science-DC/	Data Science DC (Washington, DC) | Meetup	Feb 21, 2018 - Data Science DC is a non-profit professional group that meets monthly to discuss diverse topics in predictive analytics, applied machine learning, statistical modeling, open data, and data visualizati.	1	0	0	1960000
result	87	data scientist	organic	https://careers.google.com/jobs#!t=jo&jid=/google/data-scientist-quantitative-analyst-1600-amphitheatre-pkwy-mountain-view-ca-2495140088&	Data Scientist/Quantitative Analyst, Engineering, University Graduate ...	At Google, data drives all of our decision-making. Quantitative Analysts work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google ...	1	0	0	1960000
result	88	data scientist	organic	https://www.rockstargames.com/careers/openings/position/bb72ae8c	Data Scientist - Rockstar Games Careers	Rockstar Games is seeking an experienced data scientist to join our Analytics practice and help advance our business intelligence capabilities. Successful candidates will work with analytics and product leadership to assure that the most relevant real-time and historical data is identified, tracked, analyzed, and made ...	1	0	0	1960000
result	89	data scientist	organic	http://www.oreilly.com/data/free/going-pro-in-data-science.csp	Going Pro in Data Science - O'Reilly Media	Digging for answers to your pressing business questions probably won't resemble those tidy case studies that lead you step-by-step from data collection to cool insights. Data science is not so clear-cut in the real world. Instead of high-quality data with the right velocity...	1	0	0	1960000
result	90	data scientist	organic	https://80000hours.org/career-reviews/data-science/	Data science (for skill-building & earning to give) - Career review	If you have a PhD in a quantitative subject (or if you're the type of person who would enjoy a quantitative PhD), but are not sure you want to go into academia, consider data science. It can provide the intellectual satisfaction of research, but with more immediate, tangible results, and more team work. And you'll get a great ...	1	0	0	1960000
result	91	data scientist	organic	http://www.datascientist2-0.com/	Data Scientist 2.0	Data Scientist 2.0: Talent Driven Innovation is an event bringing together the Data Science Community (including graduates and academics from 7 Scottish universities and industrial professionals from multiple organisations) to share ideas, experiences and success stories, and to discuss future trends within the field.	1	0	0	1960000
