TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	12	statistics	organic	https://statistics.stanford.edu/	Department of Statistics: Home	Education in the Statistics discipline acquaints students with the role played by probabilistic and statistical ideas and methods in the many fields of science, medicine, technology, and even the humanities. We provide instruction in the theory and application of techniques that have been found to be commonly useful, and ...	1	0	0	620000000
result	13	statistics	organic	http://www.sjsu.edu/statistics/	Statistics | San Jose State University	Oct 4, 2017 - Official website for statistics degrees at SJSU; in particular, the new MS Statistics recently approved.	1	0	0	620000000
result	14	statistics	organic	http://www.sjsu.edu/statistics/degrees/statmaster/	MS Statistics | Statistics | San Jose State University	Feb 14, 2018 - This program is designed for students who wish to become practicing statisticians in business, government or industry. The program is characterized by "science-plus," combining rigorous study in statistics with skills-based coursework emphasize writing and communication skills. The program requires ...	1	0	0	620000000
result	15	statistics	organic	http://www.espn.com/nhl/team/stats/_/name/sj/san-jose-sharks	San Jose Sharks 2018 Statistics - Team and Player Stats - ESPN	View complete individual and team stat leaders for the San Jose Sharks including goals, assists, points, and defensive statistics.	1	0	0	620000000
result	16	statistics	organic	https://arxiv.org/archive/stat	Statistics - arXiv	Design, Surveys, Model Selection, Multiple Testing, Multivariate Methods, Signal and Image Processing, Time Series, Smoothing, Spatial Statistics, Survival Analysis, Nonparametric and Semiparametric Methods. stat.OT - Other Statistics (new, recent, current month). Work in statistics that does not fit into the other stat ...	1	0	0	620000000
result	17	statistics	organic	http://www.sanjoseca.gov/index.aspx?NID=2352	San Jose, CA - Official Website - Statistics	Statistics. Performance. The City of San José Fire Department is committed to providing performance data to our numerous constituents. In this section you can find information and data related to the SJFD's response metrics. City-wide response time data and response data for fire stations are available using the links below ...	1	0	0	620000000
result	18	statistics	organic	http://stat.columbia.edu/	Department of Statistics - Columbia University	... Award from the National Council on Measurement in Education · Yunxiao Chen is the recipient of the 2018 Brenda Loyd Outstanding Dissertation Award from the National Council on Measurement in Education for his Columbia PhD thesis. Yunxiao Chen completed his Ph.D. in Statistics at Columbia University (2016).	1	0	0	620000000
result	19	statistics	organic	https://www.bls.gov/oes/current/oes_41940.htm	San Jose-Sunnyvale-Santa Clara, CA - Bureau of Labor Statistics	These estimates are calculated with data collected from employers in all industry sectors in San Jose-Sunnyvale-Santa Clara, CA, a metropolitan statistical area in California. Additional information, including the hourly and annual 10th, 25th, 75th, and 90th percentile wages and the employment percent relative standard ...	1	0	0	620000000
result	20	statistics	organic	https://statistics.rice.edu/	Home | Statistics	Statistics Department | George R. Brown School of Engineering | Rice University.	1	0	0	620000000
result	21	statistics	organic	https://statistics.fas.harvard.edu/	Department of Statistics	The Faculty of the Department of Statistics is delighted to report that Professor Tracy Ke will be joining us as an Assistant Professor of Statistics from 1 July 2018. Tracy is currently an Assistant Professor at the University of Chicago. Tracy works on high dimensional statistics, sparse inference, genetics & genomics, fMRI, ...	1	0	0	620000000
result	22	statistics	organic	http://stat.psu.edu/	Penn State Department of Statistics — Penn State Eberly College of ...	The Statistics Department is currently seeking to fill the following positions: Tenure-track Data Ethics Faculty; Bruce Lindsay Visiting Assistant Professor Program; Assistant Director of Online Programs; Teaching Faculty - Lecturer. For more information on these positions or to apply, please read: http://stat.psu.edu/jobs ...	1	0	0	620000000
result	23	statistics	organic	https://en.wikibooks.org/wiki/Statistics	Statistics - Wikibooks, open books for an open world	Statistics - Area of applied mathematics concerned with the data collection, analysis, interpretation and presentation. Statistics is used in almost every field of research: the discovery of the Higgs particle, social sciences, climate research,... With this, and with its well established foundations, it is very well suited for a wikibook.	1	0	0	620000000
result	24	statistics	organic	https://www.stat.washington.edu/	Home | University of Washington Department of Statistics	JSM Best Student Paper Award. Congratulations to Alex Tank for winning a JSM Best Student Paper Award from the Business and Economic Statistics Section (B&E) of the American Statistical Association for his paper “Granger… more ...	1	0	0	620000000
result	25	statistics	organic	https://www.wolframalpha.com/examples/Statistics.html	Wolfram|Alpha Examples: Statistics & Data Analysis	Get answers to your statistics and data analysis questions with interactive calculators. Basic descriptive statistics to regression analysis, statistical distributions and probability.	1	0	0	620000000
result	26	statistics	organic	http://asq.org/statistics	ASQ Statistics Division	Welcome. The ASQ Statistics Division supports members in fulfilling their professional needs and aspirations in the application of statistics, and development of techniques to improve quality and performance. Please use the links on the left to access a variety of content available to you or to learn more about getting involved ...	1	0	0	620000000
result	27	statistics	organic	https://www.ted.com/topics/statistics	Ideas about Statistics - TED Talks	A collection of TED Talks (and more) on the topic of statistics.	1	0	0	620000000
result	28	statistics	organic	http://imstat.org/ss/	Statistics Surveys - Institute of Mathematical Statistics	Statistics Surveys publishes survey articles in theoretical, computational, and applied statistics. The style of articles may range from reviews of recent research to graduate textbook exposition. Articles may be broad or narrow in scope. The essential requirements are a well specified topic and target audience, together with ...	1	0	0	620000000
result	29	statistics	organic	https://www.stat.wisc.edu/	Department of Statistics: Home	The Statistics Department at the University of Wisconsin-Madison was established in 1960 by Professor George Box. The original philosophy on the organizational structure was to have most Statistics faculty in one central department but also to have faculty with interests in applications of statistics to a wide variety of ...	1	0	0	620000000
result	30	statistics	organic	http://www.stat.cmu.edu/	CMU Statistics	Homepage for the Department of Statistics at Carnegie Mellon University.	1	0	0	620000000
result	31	statistics	organic	https://docs.microsoft.com/en-us/sql/relational-databases/statistics/statistics	Statistics | Microsoft Docs	Dec 18, 2017 - The Query Optimizer uses statistics to create query plans that improve query performance. For most queries, the Query Optimizer already generates the necessary statistics for a high quality query plan; in some cases, you need to create additional statistics or modify the query design for best results.	1	0	0	620000000
result	32	statistics	organic	http://www.itu.int/en/ITU-D/Statistics/Pages/stat/default.aspx	Statistics - ITU	Jan 4, 2018 - ICT Eye. Visit the ICT Eye, the one stop-shop for ICT information that provides telecommunication/ICT indicators and statistics, regulatory and policy profiles and more.​. ABOUT US; FAQs; CONTACT ...	1	0	0	620000000
result	33	statistics	organic	https://docs.python.org/3/library/statistics.html	9.7. statistics — Mathematical statistics functions — Python 3.6.4 ...	statistics. mean (data)¶. Return the sample arithmetic mean of data which can be a sequence or iterator. The arithmetic mean is the sum of the data divided by the number of data points. It is commonly called “the average”, although it is only one of many different mathematical averages. It is a measure of the central location ...	1	0	0	620000000
result	34	statistics	organic	https://stat.cornell.edu/	Cornell University Department of Statistical Science	Each year our graduates go on to opportunities with companies around the world. See what possibilities are in store here. Alumni Profiles · Career Resources. The Department of Statistical Science at Cornell University is hiring!! We invite applications for tenured, tenure-track, and lecturer positions. Find out more here.	1	0	0	620000000
result	35	statistics	organic	http://statistics.ucla.edu/	UCLA Statistics | Website	UCLA (University of California, Los Angeles) is the largest UC campus in terms of enrollment, and one of the few public research universities located in a major city.	1	0	0	620000000
result	36	statistics	organic	http://thisisstatistics.org/	This is Statistics | Statistics Jobs Around the World	The American Statistical Association created the This is Statistics website and campaign to raise awareness of the many interesting careers in statistics.	1	0	0	620000000
result	37	statistics	organic	http://www.stat.ufl.edu/vlib/statistics.html	The World-Wide Web Virtual Library: Statistics	May 1, 2017 - The World Wide Web Virtual Library: Statistics. This page is being brought to you by the folks at The University of Florida's Department of Statistics. The "book and globe" logo is the trademark of the WWW Virtual Library.	1	0	0	620000000
result	38	statistics	organic	https://www.stat.ucdavis.edu/	Home | Department of Statistics	Statistics uses tools from mathematics, probability and computing to develop specific statistical approaches for prediction, classification, learning, estimation and hypothesis testing. UC Davis Statistics faculty pursue vigorous research programs at the forefront of current developments and engage in a large array of ...	1	0	0	620000000
result	39	statistics	organic	http://www.statsoft.com/Textbook	Big Data, Data Mining, Predictive Analytics, Statistics, StatSoft ...	StatSoft Electronic Statistics Textbook is free and provided as a service to the public.	1	0	0	620000000
result	40	statistics	organic	https://statistics.wharton.upenn.edu/	Wharton Statistics Department - Statistics Department	The aim of statistical modeling is to empower effective decision making, and the unique contribution of the field is its ability to incorporate multiple levels of uncertainty in the framing of wise decisions. Over the last few years, the development of new computational tools and the unprecedented evolution of “big data” have ...	1	0	0	620000000
result	41	statistics	organic	https://www.springer.com/gp/statistics	Statistics | Springer	On these pages you will find Springer's journals, books and eBooks in all areas of Statistics, serving researchers, professionals, lecturers and students. We publish many of the most prestigious journals in Statistics, including a number of fully open access journals. Our book and eBook portfolio comprises major reference ...	1	0	0	620000000
result	42	statistics	organic	https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=5556	Statistics | NSF - National Science Foundation	The Statistics Program supports research in statistical theory and methods, including research in statistical methods for applications to any domain of science and engineering. The theory forms the base for statistical science. The methods are used for stochastic modeling, and the collection, analysis and interpretation of ...	1	0	0	620000000
result	43	statistics	organic	https://www.ck12.org/c/statistics/	Statistics | CK-12 Foundation	The study of statistics involves the collection, organization, analysis, and presentation of data and numbers.	1	0	0	620000000
result	44	statistics	organic	https://socialresearchmethods.net/kb/statinf.php	Social Research Methods - Knowledge Base - Inferential Statistics	With inferential statistics, you are trying to reach conclusions that extend beyond the immediate data alone. For instance, we use inferential statistics to try to infer from the sample data what the population might think. Or, we use inferential statistics to make judgments of the probability that an observed difference between ...	1	0	0	620000000
result	45	statistics	organic	https://unstats.un.org/	UNSD — Welcome to UNSD	United Nations Statistics Division - Welcome to UNSD.	1	0	0	620000000
result	46	statistics	organic	https://lsa.umich.edu/stats	Statistics | U-M LSA Department of Statistics - Lsa.umich.edu…	Statistics. Announcing the Data Science Master's Program A new collaborative program with the Department of Electrical Engineering and Computer Sciences, the Department of Statistics, the School of Information and the Department of Biostatistics. We are thrilled to offer a one of a kind program! Welcome to the ...	1	0	0	620000000
result	47	statistics	organic	http://www.meti.go.jp/english/statistics/index.html	Statistics|METI	2018.3.13: Report on Indices of Tertiary Industry Activity (January 2018); 2018.3.9: Spot LNG Price Statistics (February 2018); 2018.2.28: Preliminary Report on Petroleum Statistics (January 2018); 2018.2.28: Preliminary Report on the Current Survey of Commerce (January 2018); 2018.2.28: Preliminary Report on Indices ...	1	0	0	620000000
result	48	statistics	organic	https://www.usnews.com/best-graduate-schools/top-science-schools/statistics-rankings	Best Graduate Statistics Programs | US News Rankings	Interested in a graduate degree in statistics? See the top ranked statistics programs at US News. Use the best statistics program rankings to find the right graduate program for you .	1	0	0	620000000
result	49	statistics	organic	https://www.niddk.nih.gov/health-information/health-statistics/overweight-obesity	Overweight & Obesity Statistics | NIDDK	Describes the prevalence of overweight and obesity among adults in the United States by providing statistics.	1	0	0	620000000
result	50	statistics	organic	http://www.fao.org/statistics/en/	Statistics | Food and Agriculture Organization of the United Nations	FAO develops methods and standards for food and agriculture statistics, provides technical assistance services and disseminates data for global monitoring. Statistical activities at FAO include the development and implementation of methodologies and standards for data collection, validation, processing and analysis.	1	0	0	620000000
result	51	statistics	organic	https://www.bis.org/statistics/index.htm	About BIS statistics - Bank for International Settlements	The statistics published by the BIS are a unique source of information about the structure of and activity in the global financial system. They are compiled in cooperation with central banks and other national authorities and are designed to inform analysis of financial stability, international monetary spillovers and global ...	1	0	0	620000000
result	52	statistics	organic	http://sc.edu/study/colleges_schools/artsandsciences/statistics/index.php	Department of Statistics - University of South Carolina	Statistics has applications in everything from manufacturing design to marketing or education. Not only that, it's consistently rated as one of the best jobs by numerous publications due to the high demand for statisticians, good working conditions and high salaries.	1	0	0	620000000
result	53	statistics	organic	https://hackage.haskell.org/package/statistics	statistics: A library of statistical types, data, and functions - Hackage	May 19, 2017 - This library provides a number of common functions and types useful in statistics. We focus on high performance, numerical robustness, and use of good algorithms. Where possible, we provide references to the statistical literature. The library's facilities can be divided into four broad categories: Working ...	1	0	0	620000000
result	54	statistics	organic	https://www.mathworks.com/products/statistics.html	Statistics and Machine Learning Toolbox - MATLAB - MathWorks	Statistics and Machine Learning Toolbox™ provides functions and apps to describe, analyze, and model data. You can use descriptive statistics and plots for exploratory data analysis, fit probability distributions to data, generate random numbers for Monte Carlo simulations, and perform hypothesis tests. Regression and ...	1	0	0	620000000
result	55	statistics	organic	http://www.uakron.edu/statistics/	Statistics : The University of Akron	Welcome to Statistics. Statistics is the discipline that deals with the collection, analysis, interpretation and presentation of data. It can be applied to a wide array of academic areas, from biology, chemistry and anthropology to geography, political science and sociology. Because it is used as a basis for logical, informed ...	1	0	0	620000000
result	56	statistics	organic	https://oli.org/about-us/news/statistics	Statistics | Operation Lifesaver, Inc.	Latest Rail Safety Statistics from the Federal Railroad Administration. Crossing and Trespass Statistics. Visit the Federal Railroad Administration's Office of Safety Analysis for the most recent, detailed railroad safety statistics, including state-specific information about highway-rail grade crossing and pedestrian-rail trespass ...	1	0	0	620000000
result	57	statistics	organic	https://apstudent.collegeboard.org/apcourse/ap-statistics	AP Statistics – Students – AP Courses – The College Board	AP's high school Statistics course is a rigorous, college-level class that provides an opportunity to gain the skills and experience colleges recognize.	1	0	0	620000000
result	58	statistics	organic	https://stat.iastate.edu/	Department of Statistics	Welcome to the Department of Statistics and the Statistical Laboratory. The Statistical Laboratory, established by George W. Snedecor in 1934, was the first of its kind in the nation. The Department of Statistics was established in 1947 and it is housed in Snedecor Hall on the Iowa State University Campus in Ames, Iowa.	1	0	0	620000000
result	59	statistics	organic	https://www.tandfonline.com/loi/gsta20	Statistics - Taylor & Francis Online	Publication history. Currently known as: Statistics: A Journal of Theoretical and Applied Statistics (1985 - current). Formerly known as. Series Statistics (1977 - 1984). Formerly part of. Mathematische Operationsforschung und Statistik (1970 - 1976). List of issues. Latest articles · Volume 52 2018 · Volume 51 2017 ...	1	0	0	620000000
result	60	statistics	organic	https://www.stat.missouri.edu/	Statistics	DataFest Mizzou 2018. Friday, April 6, 2018 (All day) to Saturday, April 7, 2018 (All day). Hosted Conference · Statistics Department Spring Picnic. Saturday, April 21, 2018 - 11:00am to 2:30pm. Other Event ...	1	0	0	620000000
result	61	statistics	organic	http://www.unescap.org/our-work/statistics	Statistics Home - Statistics | United Nations ESCAP	ESCAP maintains statistics providing a regional perspective on development issues in Asia and the Pacific. A statistical database, containing approximately 500 data series, is updated twice a year (March and October) and made available online where users can download and manipulate data through a set of visualization ...	1	0	0	620000000
result	62	statistics	organic	http://unctad.org/en/Pages/statistics.aspx	UNCTAD | Statistics	Statistics is an inherent part of UNCTAD. Being the United Nations' focal point for the integrated treatment of trade and development and the interrelated issues in the areas of finance, technology, investment and sustainable development, UNCTAD compiles, validates and processes a wide range of data collected from ...	1	0	0	620000000
result	63	statistics	organic	https://www.stat.ncsu.edu/	NC State Department of Statistics	To achieve excellence in research, teaching, mentoring, consulting and collaboration on campus and world-wide within a cohesive and diverse department where all students, faculty, and staff receive fair and equitable treatment. 1; 2; 3. Previous; Next ...	1	0	0	620000000
result	64	statistics	organic	https://stat.osu.edu/	Home | Department of Statistics	News. Data Analytics. OSU Data Analytics Major Highlighted in The Chroni... 03/09/2018. Paul Brower in front of Department of Statistics sign. Paul Brower Retires After 20 Years in the Departme... 02/28/2018. AAAS logo. Kaizar to Present at AAAS Annual Meeting. 02/01/2018. MBI logo. Calder Appointed MBI Co-Director.	1	0	0	620000000
result	65	statistics	organic	https://www.bts.gov/	Bureau of Transportation Statistics	STATISTICAL POLICIES. As a principal statistical agency, BTS adheres to a number of standards and practices to assure the quality and comparability of its statistics. Learn More ...	1	0	0	620000000
result	66	statistics	organic	https://www.w3schools.com/browsers/default.asp	Browser Statistics - W3Schools	The Most Popular Browsers. W3Schools has 45 million monthly visits. From the statistics below (collected since 2002) you can read the long term trends of browser usage. Click on the browser names to see detailed browser information: ...	1	0	0	620000000
result	67	statistics	organic	https://www.eeoc.gov/eeoc/statistics/	Statistics - EEOC	Statistics. EEOC Enforcement and Litigation Statistics · Employment Statistics · Equal Employment Opportunity Data Posted Pursuant to the No Fear Act · Special Reports · Census 2000 Special EEO File · CONNECT WITH US · RSS News Feed · Twitter en Español · Facebook · YouTube Channel · Get Email Updates.	1	0	0	620000000
result	68	statistics	organic	https://www.stat.vt.edu/	Home | Department of Statistics | Virginia Tech	We offer undergraduate and graduate training for students interested in data analytics, computational statistics, industrial statistics and biostatistics. Bill Woodall at Chalkboard ...	1	0	0	620000000
result	69	statistics	organic	http://www.learner.org/exhibits/statistics/	Statistics -- Cast Your Vote! - Annenberg Learner	This interactive exhibit, part of the Exhibits Collection, explores the mathematics behind polling. Follow a fictitious mayoral election to learn about statistical concepts. Activities in the exhibit invite visitors to play the role of a pollster. The exhibit also includes related Web sites of interest.	1	0	0	620000000
result	70	statistics	organic	https://us.fulbrightonline.org/statistics	Fulbright Student Program - Statistics	The Fulbright U.S. Student Program provides grants for individually designed for U.S. graduating seniors, graduate students, young professionals and artists to study abroad for one academic year.	1	0	0	620000000
result	71	statistics	organic	https://www.rainn.org/statistics	Statistics | RAINN	Statistics can help the public better understand crimes of sexual violence and help researches spot trends and patterns.	1	0	0	620000000
result	72	statistics	organic	https://nces.ed.gov/	National Center for Education Statistics (NCES) Home Page, a part of ...	The National Center for Education Statistics (NCES) collects, analyzes and makes available data related to education in the U.S. and other nations.	1	0	0	620000000
result	73	statistics	organic	https://www.lendingclub.com/info/statistics.action	Lending Club Statistics | LendingClub	This page contains performance statistics on all loans issued from inception to date, updated on a daily basis.	1	0	0	620000000
result	74	statistics	organic	http://uis.unesco.org/	UNESCO Institute for Statistics	New Guide to Help Countries Implement Learning Assessments. In its capacity-building efforts, the UNESCO Institute for Statistics (UIS) has published an easy-to-use guide to help countries administer learning assessments. Data on learning allow governments to... Share. 22/02/2018. View all news ...	1	0	0	620000000
result	75	statistics	organic	https://data.oecd.org/	OECD Data	Find, compare and share the latest OECD data: charts, maps, tables and related publications.	1	0	0	620000000
result	76	statistics	organic	https://www.dol.gov/general/topic/statistics	Statistics | United States Department of Labor	Bureau of Labor Statistics. The Department's principal fact-finding agency for the federal government in the field of labor, economics, and statistics; Provides data on employment, wages, inflation, productivity, and many other topics. Occupational Safety and Health Administration (OSHA). Regularly provides statistics on ...	1	0	0	620000000
result	77	statistics	organic	https://www.pgatour.com/stats.html	Golf Stats - PGA TOUR	Rank, Leader, Events, Top 10. 1, Brian Harman, 9, 6. 2, Phil Mickelson, 8, 5. T3, Chesson Hadley, 11, 4. T3, Dustin Johnson, 5, 4. T3, Patton Kizzire, 11, 4. Tour Average, 8, 1. see all. Scoring Average. Rank, Leader, Avg. 1, Dustin Johnson, 68.843. 2, Justin Thomas, 69.054. 3, Alex Noren, 69.156. 4, Tommy Fleetwood ...	1	0	0	620000000
result	78	statistics	organic	http://www.ala.org/advocacy/bbooks/frequentlychallengedbooks/statistics	Infographics | Advocacy, Legislation & Issues	2016 Book Challenges Infographic Click the image to enlarge.	1	0	0	620000000
result	79	statistics	organic	https://www.ncaa.com/stats/basketball-men/d1	DI Men's College Basketball - Stats | NCAA.com	Discover the current NCAA DI Men's College Basketball leaders in every statistical category, as well as historic leaders.	1	0	0	620000000
result	80	statistics	organic	http://www.oecd-ilibrary.org/statistics	All Statistics - OECD iLibrary	This page introduces various OECD statistical content including databases, key tables and statistical publications.	1	0	0	620000000
result	81	statistics	organic	https://www.bjs.gov/	Bureau of Justice Statistics (BJS)	Statistics about - Crime and victims, Drugs and crime, Criminal offenders, The justice system in the United States, Law enforcement, Prosecution, Courts and sentencing, Corrections, Justice expenditure and employment.	1	0	0	620000000
result	82	statistics	organic	https://www.cdc.gov/nchs/index.htm	CDC - NCHS - National Center for Health Statistics	Mar 1, 2018 - Homepage of the National Center for Health Statistics.	1	0	0	620000000
result	83	statistics	organic	https://www.iea.org/statistics/	Statistics - International Energy Agency	World Energy Statistics 2017 · World Energy Balances 2017 · Energy Efficiency Indicators Highlights 2017 · Oil Information 2017 · Coal Information 2017 · Natural Gas Information 2017 · Electricity Information 2017 · Renewables Information 2017 · CO2 Emissions from Fuel Combustion · Energy Prices and Taxes · Oil, Gas, ...	1	0	0	620000000
result	84	statistics	organic	https://www.stat.tamu.edu/	Home - Dept. of Statistics, Texas A&M University	Mar 5, 2018 - The Climate, Diversity and Inclusion Scholarship for Undergraduates is established to recognize and help first-generation statistics undergraduates through their accomplishments and initiatives. Congratulations to our recipients for Spring 2018, Israel Guerra and Jose Alfaro!	1	0	0	620000000
result	85	statistics	organic	https://stat.illinois.edu/	Statistics at Illinois	Professor Xiaohui Chen of Statistics has been awarded a prestigious National Science Foundation (NSF) CAREER Award for his work titled as "Computer-Intensive Statistical Inference on High-Dimensional and Massive Data: From Theoretical Foundations to Practical Computations." NSF CAREER awards are one of the ...	1	0	0	620000000
result	86	statistics	organic	https://www.stat.uci.edu/	Department of Statistics - Donald Bren School of Information ...	Department of Statistics - Donald Bren School of Information & Computer Sciences.	1	0	0	620000000
result	87	statistics	organic	http://www.stat.purdue.edu/	Purdue University - Department of Statistics - Home	This is the official Web site of Purdue University, home of the Boilermakers, alma mater of the first and last men to walk on the moon, and proud member of the Big Ten Conference. Perennially ranked among the nation's top public universities and research institutions, Purdue serves as Indiana's land-, sea-, and space-grant ...	1	0	0	620000000
result	88	statistics	organic	https://www.aip.org/statistics	Statistical Research Center | American Institute of Physics	AIP's Statistical Research Center has the latest data to learn more on education and employment trends in physics, astronomy, and other physical sciences.	1	0	0	620000000
result	89	statistics	organic	https://stat.uconn.edu/	Department of Statistics	The Department of Statistics at the University of Connecticut was founded in 1962. As one of the major statistics departments in New England, it provides outstanding preparation for careers in academia, industry, or government. With a core faculty of 20 professors whose teaching and research interests span virtually all ...	1	0	0	620000000
result	90	statistics	organic	https://statistics.yale.edu/	Department of Statistics and Data Science: Welcome	The Department of Statistics and Data Science at Yale University consists of 15 faculty members, 3 staff, 37 graduate students, and 60 undergraduate majors. We offer M.A. and Ph.D. programs, as well as an undergraduate major in Statistics. We have active research programs in statistical information theory, statistical ...	1	0	0	620000000
result	91	statistics	organic	http://www.worldofstatistics.org/	World of Statistics	The 6th Workshop on Biostatistics and Bioinformatics is scheduled to take place May 4-6, 2018, in Atlanta. Hosted by the Department of Mathematics and Statistics at Georgia State University, the goal of the workshop is to stimulate research and to foster the interaction of researchers in Biostatistics and Bioinformatics.	1	0	0	620000000
result	92	statistics	organic	https://www.stats.ox.ac.uk/	Department of Statistics, University of Oxford	We welcome applications from students wishing to undertake Undergraduate and Postgraduate studies. Our postgraduate courses comprise the taught MSc in Statistical Science, MSc in Mathematical Sciences (joint with the Mathematical Institute), the MSc by Research in Statistics, and two doctoral programmes – the DPhil ...	1	0	0	620000000
result	93	statistics	organic	https://www.statisticbrain.com/new-years-resolution-statistics/	New Years Resolution Statistics – Statistic Brain	Jan 9, 2018 - News Years Resolution Statistics, Data. Percent of Americans who usually make New Year's Resolutions, 41 %. Percent of Americans who infrequently make New Year's Resolutions, 17 %. Percent of Americans who absolutely never make New Year's Resolutions, 42 %. Percent of people who felt they ...	1	0	0	620000000
result	94	statistics	organic	http://www.stats.gov.cn/english/	NBS - National Bureau of Statistics of China	In February 2018, the consumer price index (CPI) went up by 2.9 percent year-on-year. The prices grew by 3.0 percent in cities and 2.7 percent in rural areas. The food prices went up by 4.4 percent, and the non-food prices increased 2.5 percent. The prices of consumer goods went up by 2.5 percent and the prices of ...	1	0	0	620000000
result	95	statistics	organic	https://cleanvehiclerebate.org/eng/rebate-statistics	CVRP Rebate Statistics | Clean Vehicle Rebate Project	Not all plug-in hybrid, all-battery and fuel-cell electric vehicles sold/leased in the state are captured in this database. Not every eligible vehicle owner applies to the CVRP, and not every clean vehicle is eligible for the rebate.* Over the first five years of the program, roughly three-quarters (>74%) of eligible purchases and ...	1	0	0	620000000
result	96	statistics	organic	https://stats.datacite.org/	DataCite Statistics	DOI Registrations, Metadata. Allocator, Total, 2017, 2018, Last 30 Days, Searchable, Hidden, Missing, Ratio. DOI Registrations, Metadata. Allocator, Total, 2017, 2018, Last 30 Days, Searchable, Hidden, Missing, Ratio. ANDS - Australian National Data Service (ANDS), 242429, 28127, 8744, 234750, 1301, 906, 100%.	1	0	0	620000000
