TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	2	statistician	organic	https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm	Mathematicians and Statisticians - Bureau of Labor Statistics	Mathematicians and statisticians analyze data and apply mathematical and statistical techniques to help solve real-world problems in business, engineering, healthcare, or other fields.	1	0	0	8650000
result	3	statistician	organic	https://en.wikipedia.org/wiki/Statistician	Statistician - Wikipedia	A statistician is a person who works with theoretical or applied statistics. The profession exists in both the private and public sectors. It is common to combine statistical knowledge with expertise in other subjects, and statisticians may work as employees or as statistical consultants.	1	0	0	8650000
result	4	statistician	organic	https://www.indeed.com/q-Statistician-jobs.html	Statistician Jobs, Employment | Indeed.com	1715 Statistician jobs available on Indeed.com. Statistician, Data Scientist, Economist and more!	1	0	0	8650000
result	5	statistician	organic	https://www.princetonreview.com/careers/149/statistician	Statistician Careers | The Princeton Review	A good statistician is involved in survey development and data collection from the beginning, ensuring the validity and usefulness of the data. Statisticians are employed by private and public concerns and apply their skills to specific industry issues, such as economic analysis, inventory control problems, health problems, ...	1	0	0	8650000
result	6	statistician	organic	https://bigfuture.collegeboard.org/careers/computers-math-statisticians	Become a Statistician - Careers - The College Board	Learn about what a statistician is and what statisticians do. Explore the academic path to this career to see if it's the right one for you.	1	0	0	8650000
result	7	statistician	organic	http://www.mastersindatascience.org/careers/statistician/	How to Become a Statistician | Statistician Salary	Statisticians apply statistical theories and methods to collect, analyze and interpret quantitative data. They work for companies involved in market research and public opinion, for industries concerned with areas such as quality control and product development, and – frequently – for local, state and federal governments.	1	0	0	8650000
result	8	statistician	organic	https://www.onetonline.org/link/summary/15-2041.00	15-2041.00 - Statisticians - O*Net	Sample of reported job titles: Assistant Division Chief for Statistical Program Management, Clinical Statistics Manager, Human Resource Statistician, Private Statistical/Psychometric Consultant, Program Research Specialist, Senior Statistician, Statistical Analyst, Statistician, Statistician (Demographer), Trend Investigator.	1	0	0	8650000
result	9	statistician	organic	https://www.careergirls.org/resources/how-do-i-do-this/statistician	Becoming a Statistician - Career Girls	Statistician. What is this job like? Statisticians use statistical methods to collect and analyze data and to help solve real-world problems in business, engineering, healthcare, or other fields. Statisticians often use samples to collect information. A sample provides information about a small group within a much larger group.	1	0	0	8650000
result	10	statistician	organic	https://qz.com/1181278/statistician-is-one-of-the-fastest-growing-jobs-for-the-future/	Statistician will be one of the fastest-growing jobs over the next 10 ...	Jan 19, 2018 - Data geeks, rejoice! There has never been a better time to be a statistician. Consider the 10 jobs that the US Bureau of Labor Statistics (BLS) expects to grow fastest from 2016 to 2026, shown in the chart below. This is based on a recently released report and only includes jobs that more than 20000...	1	0	0	8650000
result	11	statistician	organic	https://www.environmentalscience.org/career/statistician	Statistician - EnvironmentalScience.org	Regardless of where a statistician works, typical responsibilities may include data acquisition or assessing results from previous studies; they may even be responsible for designing how data is gathered. These professionals will be experts in applying the relevant statistical methodology to complex or big data sets. They will ...	1	0	0	8650000
result	12	statistician	organic	http://www.worldofstatistics.org/statistics-as-a-career/what-fields-employ-statisticians/	What Fields Employ Statisticians? - World of Statistics	One advantage of working in statistics is that you can combine your interest with almost any other field in science, technology, or business, such as: Agriculture Animal Population Astronomy Biology Census Chemistry Computer Science Demography Ecology Economics Education Engineering Epidemiology.	1	0	0	8650000
result	13	statistician	organic	https://www.prospects.ac.uk/job-profiles/statistician	Statistician job profile | Prospects.ac.uk	Working as statistician means dealing with data and helping to find practical solutions to problems. If you are keen on numbers, IT and like compiling information, this could be the role for you. Statisticians are concerned with the collection, analysis, interpretation and presentation of quantitative information. They work in a ...	1	0	0	8650000
result	14	statistician	organic	https://www.allaboutcareers.com/careers/job-profile/statistician	Statistician Job Description | AllAboutCareers	Job Description. A statistician is responsible for the collation, evaluation, interpretation and presentation of quantitative data. Statisticians provide insights, recommendations, and advice on policy and strategy to internal or external clients. The scope of a statistician's responsibilities include the monitoring of data collection ...	1	0	0	8650000
result	15	statistician	organic	http://thisisstatistics.org/more-good-news-statistician-among-top-jobs-in-2018/	More Good News: Statistician Among Top Jobs in 2018 | This is Statistics	More Good News: Statistician Among Top Jobs in 2018. January 5, 2018. If your New Year's resolution happens to be finding a job in statistics, you're in luck. With fast technological advancements in areas like Artificial Intelligence and expected job market growth in the first quarter of 2018, employers are starting the year ...	1	0	0	8650000
result	16	statistician	organic	http://thisisstatistics.org/2017-is-the-year-of-the-statistician/	2017 is the Year of the Statistician | This is Statistics	Jan 27, 2017 - Statistician: it's a title sparking business-card-envy across all kinds of industries. According to U.S. News & World Report's 2017 rankings, it's the best job in STEM, it's the best job in business, it's the fourth best job, period. So, what makes a career as a statistician top the charts? U.S. News weighs several ...	1	0	0	8650000
result	17	statistician	organic	http://thisisstatistics.org/students/	Students | This is Statistics	Why Study Statistics? Statistician is the coolest job you've never heard of. Don't take our word for it; see for yourself all the great things you can do with a career in statistics. MakeDifferenceIcon Change the World. Statisticians contribute to society in many ways, from protecting endangered species and managing the impacts ...	1	0	0	8650000
result	18	statistician	organic	https://study.com/articles/Statistician_Information_About_a_Career_in_the_Stats_Professions.html	Statistician: Information About a Career in the Stats Professions	Statisticians collect numerical data and draw conclusions from the information gathered. They develop surveys and conduct studies that help businesses and communities plan for the future. They may predict how well a new product or television show will perform or help community leaders plan future housing needs by ...	1	0	0	8650000
result	19	statistician	organic	https://www.payscale.com/research/US/Job=Statistician/Salary	Statistician Salary - PayScale	As of Mar 2018, the average pay for a Statistician is $71550 annually or $30.04 /hr.	1	0	0	8650000
result	20	statistician	organic	https://www.truity.com/career-profile/statistician	Statistician Career Profile | Job Description, Salary, and Growth | Truity	Statisticians use computers with specialized statistical software to analyze data. In their analyses, statisticians identify trends and relationships within the data. They also conduct tests to find out the data's reliability and validity. Some statisticians may help create new statistical software packages to analyze data more ...	1	0	0	8650000
result	21	statistician	organic	https://www.rand.org/statistics/jobs.html	Statistician Positions at RAND | RAND	Statisticians at RAND have many exciting opportunities to advance policy research by collaborating on multidisciplinary project teams, developing statistical methods, and leading research projects. There are also opportunities to teach at the Pardee RAND Graduate School. Our group of 14 Ph.D. statisticians and 11 ...	1	0	0	8650000
result	22	statistician	organic	https://www.mynextmove.org/profile/summary/15-2041.00	Statisticians at My Next Move	Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians. On the job ...	1	0	0	8650000
result	23	statistician	organic	https://www.careerbuilder.com/jobs-statistician	Statistician Jobs - Apply Now | CareerBuilder	Search CareerBuilder for Statistician Jobs and browse our platform. Apply now for jobs that are hiring near you.	1	0	0	8650000
result	24	statistician	organic	https://targetjobs.co.uk/careers-advice/job-descriptions/279107-statistician-job-description	Statistician: job description | TARGETjobs	What does a statistician do? Typical employers | Qualifications and training | Key skills A statistician gathers numerical data and then displays it, helping companies to make sense of quantitative data and to spot trends and make predictions. Typical responsibilities of the job include:	1	0	0	8650000
result	25	statistician	organic	http://statsaddin.com/	Statistician – Powerful, Easy to Use Statistics Add-In for Excel	Statistician works in a unique way when compared to other Excel based statistical analysis software. Most importantly, it allows the user to store a data set and perform multiple analyses on it, a method used by all high end statistical software, but lacking in many other Excel add-ins which require the user to reselect data ...	1	0	0	8650000
result	26	statistician	organic	http://www.dictionary.com/browse/statistician	Statistician | Define Statistician at Dictionary.com	Statistician definition, an expert in or compiler of statistics. See more.	1	0	0	8650000
result	27	statistician	organic	https://www.census.gov/about/census-careers/opportunities/location/headquarters/stat-an.html	Statistician / Analyst - Census Bureau	Feb 28, 2017 - Statisticians at the Census Bureau work with a variety of different data. Learn more about working as a statistician / analyst here.	1	0	0	8650000
result	28	statistician	organic	https://www.thefreedictionary.com/statistician	Statistician - definition of statistician by The Free Dictionary	Define statistician. statistician synonyms, statistician pronunciation, statistician translation, English dictionary definition of statistician. n. 1. A mathematician specializing in statistics. 2. A compiler of statistical data. n 1. a person who specializes in or is skilled at statistics 2.	1	0	0	8650000
result	29	statistician	organic	https://www.fda.gov/AboutFDA/WorkingatFDA/CareerDescriptions/ucm113298.htm	Career Descriptions > Statistician Positions at FDA	Apr 3, 2017 - View all current FDA job openings at USAJOBS. Description of Position. FDA mathematical statisticians, in a non-laboratory setting, perform duties that include: reviewing and evaluating scientific data and mathematical and statistical methods, and the procedures and concepts involved with New Drug ...	1	0	0	8650000
result	30	statistician	organic	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9884	Journal of the Royal Statistical Society: Series D (The Statistician ...	This journal ceased in 2004. For more recent papers please visit other Royal Statistical Society Journals: Journal of the Royal Statistical Society - Series A: Statistics in Society · Journal of the Royal Statistical Society - Series B: Statistical Methodology · Journal of the Royal Statistical Society - Series C: Applied Statistics ...	1	0	0	8650000
result	31	statistician	organic	https://dictionary.cambridge.org/us/pronunciation/english/statistician	How to pronounce statistician in English - Cambridge Dictionary	How to pronounce statistician. How to say statistician. Listen to the audio pronunciation in the Cambridge English Dictionary. Learn more.	1	0	0	8650000
result	32	statistician	organic	https://www.vocabulary.com/dictionary/statistician	statistician - Dictionary Definition : Vocabulary.com	Numbers, numbers and more numbers. A statistician is a math expert who uses huge amounts of data to figure out how likely it is that something will happen, like your chances of winning the lottery.	1	0	0	8650000
result	33	statistician	organic	https://www.sokanu.com/careers/statistician/	What does a Statistician do? - Sokanu	A statistician is someone who uses mathematical techniques to analyze and interpret data and draw conclusions. Although they work mostly in offices, they may travel in order to supervise surveys or gather data.	1	0	0	8650000
result	34	statistician	organic	https://www.tandfonline.com/toc/utas20/current	The American Statistician: Vol 71, No 4 - Taylor & Francis Online	ASA member? Log in to the Members Only area on the ASA website to access ASA journal content. Call for papers. Welcoming Submissions for The American Statistician Special Issue: Statistical Inference in the 21st Century: A World Beyond P<0.05 ...	1	0	0	8650000
result	35	statistician	organic	https://www.amstat.org/ASA/Your-Career/home.aspx	Your Career - American Statistical Association	Your Career. Welcome to the ASA's career center, where you will find information about the ASA's accreditation, awards and recognition, and professional development programs. You also will have access to resources such as fellowships and grants, external funding sources, ethical guidelines for statisticians, and salary ...	1	0	0	8650000
result	36	statistician	organic	https://www.monster.com/jobs/q-statistician-jobs.aspx	Statistician Jobs - Search Statistician Job Listings | Monster	Search for Statistician jobs at Monster. Browse our collection of Statistician job listings, including openings in full time and part time.	1	0	0	8650000
result	37	statistician	organic	https://www.linkedin.com/jobs/statistician-jobs	2,000+ Statistician Jobs | LinkedIn	Today's top 2402 Statistician jobs in United States. Leverage your professional network, and get hired. New Statistician jobs added daily.	1	0	0	8650000
result	38	statistician	organic	https://www.collinsdictionary.com/us/dictionary/english/statistician	Statistician definition and meaning | Collins English Dictionary	Statistician definition: A statistician is a person who studies statistics or who works using statistics. | Meaning, pronunciation, translations and examples.	1	0	0	8650000
result	39	statistician	organic	https://www.glassdoor.com/Salaries/statistician-salary-SRCH_KO0,12.htm	Salary: Statistician | Glassdoor	3660 Statistician Salaries provided anonymously by employees. What salary does a Statistician earn in your area?	1	0	0	8650000
result	40	statistician	organic	https://github.com/jtleek/datasharing	GitHub - jtleek/datasharing: The Leek group guide to data sharing	README.md. How to share data with a statistician. This is a guide for anyone who needs to share data with a statistician or data scientist. The target audiences I have in mind are: Collaborators who need statisticians or data scientists to analyze data for them; Students or postdocs in various disciplines looking for consulting ...	1	0	0	8650000
result	41	statistician	organic	https://unjobs.org/themes/statistician	Vacancies for 'Statistician' | UNjobs	Updated: about 6 hours ago. Statistician, Dar es Salaam Development Alternatives, Inc. (DAI) Updated: about 13 hours ago. Consultant: Regional Technical Advisor on Gender Statistics and SDGs Monitoring, Nairobi, KENYA UNDP - United Nations Development Programme Updated: 2 days ago. Closing date: Tuesday, 20 ...	1	0	0	8650000
result	42	statistician	organic	http://www.mayo.edu/research/departments-divisions/department-health-sciences-research/division-biomedical-statistics-informatics/professional-opportunities/ms-statistician	M.S. Statistician - Division of Biomedical Statistics and Informatics ...	M.S. Statistician. The division occasionally has opportunities for master's level statisticians. To check for current openings, enter "statistician" as a keyword at Mayo Clinic's job website. At this site, you'll be able to apply for an open position by completing an online application. Additionally, Mayo Clinic in Arizona and Mayo ...	1	0	0	8650000
result	43	statistician	organic	http://www.careerprofiles.info/statistician-career.html	Statistician Career and Job Information - Career Profiles	Statistician career and job descriptions, earnings, training requirements and employment information.	1	0	0	8650000
result	44	statistician	organic	https://www.jstor.org/journal/statistician	Journal of the Royal Statistical Society. Series D (The Statistician) on ...	The Statistician joined the Journal of the Royal Statistical Society as its Series D from the journal of the Institute of Statisticians after the merger of ...	1	0	0	8650000
result	45	statistician	organic	http://www.thesaurus.com/browse/statistician	Statistician Synonyms, Statistician Antonyms | Thesaurus.com	Synonyms for statistician at Thesaurus.com with free online thesaurus, antonyms, and definitions. Dictionary and Word of the Day.	1	0	0	8650000
result	46	statistician	organic	https://www.shmoop.com/careers/statistician/	Statistician: The Real Poop - Shmoop	Want to be a Statistician? Learn the low-down by reading Shmoop's career overview that outlines what it takes to get and keep the job.	1	0	0	8650000
result	47	statistician	organic	https://www.amazon.com/Accidental-Statistician-Life-Memories-George/dp/1118400887	Amazon.com: An Accidental Statistician: The Life and Memories of ...	Celebrating the life of an admired pioneer in statistics. In this captivating and inspiring memoir, world-renowned statistician George E. P. Box offers a firsthand account of his life and statistical work. Writing in an engaging, charming style, Dr. Box reveals the unlikely events that led him to a career in statistics, beginning with ...	1	0	0	8650000
result	48	statistician	organic	https://studentscholarships.org/salary/360/statisticians.php	Statisticians - What do Statisticians do?	Statistics is the scientific application of mathematical principles to the collection, analysis, and presentation of numerical data. Statisticians apply their mathematical and statistical knowledge to the design of surveys and experiments; the collection, processing, and analysis of data; and the interpretation of experiments and ...	1	0	0	8650000
result	49	statistician	organic	https://www.onetcodeconnector.org/ccreport/15-2041.00	O*NET Code Connector - Statisticians - 15-2041.00	Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.	1	0	0	8650000
result	50	statistician	organic	https://www.bloomberg.com/view/articles/2017-12-20/the-statistician-who-believed-in-miracles	The Statistician Who Believed in Miracles - Bloomberg	Dec 20, 2017 - UCLA statistician and epidemiologist Sander Greenland said that, indeed, people make subjective judgments using classical statistical analysis, often without being fully aware of it. In health-related studies, for example, people make decisions about where to put the burden of proof. If you're testing whether ...	1	0	0	8650000
result	51	statistician	organic	https://www.wsj.com/articles/greeces-response-to-its-resurgent-debt-crisis-prosecute-the-statistician-1486396434	Greece's Response to Its Resurgent Debt Crisis: Prosecute the ...	Feb 6, 2017 - Some people in high places know just whom to blame—a statistician in rural Maryland. Before Greece's debt crisis, its governments manipulated statistics and masked the size of budget deficits, waste and patronage. The statistician, Andreas Georgiou, moved from the U.S. to become Greece's first ...	1	0	0	8650000
result	52	statistician	organic	https://www1.salary.com/Statistician-I-salaries.html	Statistician I Salaries by education, experience, location and more ...	View salary range, bonus & benefits information for Statistician I jobs in the United States or search by specific US and Canadian cities and towns. View open positions, job Descriptions and other statistics related to Statistician I jobs.	1	0	0	8650000
result	53	statistician	organic	https://usccareers.usc.edu/job/los-angeles/statistician-i/1209/4264728	Statistician I at USC	Jan 10, 2018 - Learn more about applying for Statistician I at USC.	1	0	0	8650000
result	54	statistician	organic	https://www.tesla.com/careers/job/statistician-demandplanning-52306	Statistician, Demand Planning | Tesla	As statistician on the demand planning team, you will create and manage statistical forecasts, design process improvements and next generation algorithms, and perform analytics for Global Service Operations. We are responsible for the forecasting of all part and accessory materials for Tesla's Service Centers and ...	1	0	0	8650000
result	55	statistician	organic	https://www.yourfreecareertest.com/statistician/	What does a Statistician do? How to Become One and Job Description.	A statistician develops and applies statistical or mathematical theories to obtain and summarize useful information to help solve real-world problems. They collect and analyze data and use it in several industries, such as engineering, science, and business. The numerical data collected helps companies or clients ...	1	0	0	8650000
result	56	statistician	organic	https://www.uclahealthcareers.org/job/7984709/statistician-westwood-ca/	Statistician | UCLA Health | Job #H94716 | Westwood, CA	Jan 22, 2018 - ResponsibilitiesIndividual to provide data base construction, data management, statistical analysis and advanced statistical modeling for Dr. Joann Elmore in the Department of Medicine in the Division of General Internal Medicine & Health Services Research. Primary job duties include collaborating on ...	1	0	0	8650000
result	57	statistician	organic	https://careers.walmart.com/us/jobs/894707BR-statistician-san-bruno-ca	Statistician in SAN BRUNO, CA | Walmart Careers	Apply online for the Statistician position in SAN BRUNO, CA at Walmart and Sam's Club!	1	0	0	8650000
result	58	statistician	organic	https://www.automaticstatistician.com/index/	Automatic Statistician	Welcome to automatic exploratory data analysis. Making sense of data is one of the great challenges of the information age we live in. While it is becoming easier to collect and store all kinds of data, from personal medical data, to scientific data, to public data, and commercial data, there are relatively few people trained in ...	1	0	0	8650000
result	59	statistician	organic	http://weusemath.org/?career=statistician	We Use Math » Statistician	Statistics is the scientific application of mathematical principles to the collection, analysis, and presentation of numerical data. Statisticians apply their mathematical and statistical knowledge to the design of surveys and experiments; the collection, processing, and analysis of data; and the interpretation of the experiment and ...	1	0	0	8650000
result	60	statistician	organic	https://jobs.iqvia.com/en-US/job/statistician-r1012443/J3W83V65KYG9FZZVLY2	Statistician (R1012443) in Plymouth Meeting, PA at IQVIA™	6 days ago - New Career Opportunity! IQVIA has an opening for a Statistician (R1012443) in Plymouth Meeting, PA.	1	0	0	8650000
result	61	statistician	organic	https://gradireland.com/careers-advice/job-descriptions/statistician-0	Statistician | gradireland	Alternative job titles for this role Actuary Research statistician Biostatistician Clinical statistician Econometrician Data analyst Introduction.	1	0	0	8650000
result	62	statistician	organic	https://www.quantamagazine.org/statistician-proves-gaussian-correlation-inequality-20170328/	Statistician Proves Gaussian Correlation Inequality | Quanta Magazine	Mar 28, 2017 - As he was brushing his teeth on the morning of July 17, 2014, Thomas Royen, a little-known retired German statistician, suddenly lit upon the proof of a famous conjecture at the intersection of geometry, probability theory and statistics that had eluded top experts for decades. Known as the Gaussian ...	1	0	0	8650000
result	63	statistician	organic	https://www.theguardian.com/global-development/2017/feb/07/hans-rosling-obituary	Hans Rosling, statistician and development champion, dies aged 68 ...	Feb 7, 2017 - Hans Rosling, statistician and development champion, dies aged 68. Swedish academic, whose gift for making data sing brought his innovative ideas to a worldwide audience, dies after year-long illness. Global development is supported by. Bill and Melinda Gates Foundation About this content.	1	0	0	8650000
result	64	statistician	organic	https://www.ldoceonline.com/dictionary/statistician	statistician | meaning of statistician in Longman Dictionary of ...	statistician• Accountants, personnel administrators, economists, data processing experts and statisticians are all experts in a specialised field of work.• As any statistician will confirm, it is unwise to infer trends from change over a single year.• Philip Redfern suggested it should become standard practice for statisticians to put ...	1	0	0	8650000
result	65	statistician	organic	https://careers.un.org/lbw/jobdetail.aspx?id=62024	Job Opening - UN Careers - the United Nations	Jun 17, 2016 - This position is located in the United Nations Conference on Trade and Development, Division on Globalization and Development Strategies, Development Statistics and Information Branch. The Statistician will report to the Head of the Branch. Responsibilities. Within delegated authority, the incumbent will ...	1	0	0	8650000
result	66	statistician	organic	http://money.cnn.com/gallery/pf/2017/01/05/best-jobs-2017/87.html	Statistician - 2017 Best Jobs in America - CNNMoney	Jan 5, 2017 - Notes: All pay data from PayScale.com. Median pay is for an experienced worker (at least five or seven years in the field). Top pay represents the 90th percentile. Job growth is estimated for 2014-24, and based on people working in broader 'job family' from the Bureau of Labor Statistics. For more details ...	1	0	0	8650000
result	67	statistician	organic	https://www.science.purdue.edu/careers/what_can_i_do_with_a_major/sports_statistician.html	Purdue College of Science: Sports Statistician	Sports Statistician. Sports statisticians analyze data pertaining to sporting events, usually for major sports such as baseball, football or basketball. Sometimes called a scorer, sports statisticians record data live as it occurs.	1	0	0	8650000
result	68	statistician	organic	https://arxiv.org/abs/1606.02185	[1606.02185] Towards a Neural Statistician - arXiv	Jun 7, 2016 - We show that we are able to learn statistics that can be used for: clustering datasets, transferring generative models to new datasets, selecting representative samples of datasets and classifying previously unseen classes. We refer to our model as a neural statistician, and by this we mean a neural network ...	1	0	0	8650000
result	69	statistician	organic	https://www.nytimes.com/2017/05/19/upshot/the-little-known-statistician-who-transformed-education.html	The Little-Known Statistician Who Taught Us to Measure Teachers ...	May 19, 2017 - Thirty-five years ago, a statistician, William S. Sanders, offered an answer to that puzzle. It relied, unexpectedly, on statistical methods that were developed to understand animal breeding patterns. Mr. Sanders died in March in his home state, Tennessee, at age 74, with his name little known outside ...	1	0	0	8650000
result	70	statistician	organic	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4415704/	Bridging Clinical Investigators and Statisticians: Writing the Statistical ...	One of the questions a clinical investigator frequently asks in planning clinical research is “Do I need a statistician as part of my clinical research team?” The answer is “Yes!” since a statistician can help to optimize design, analysis and interpretation of results, and drawing conclusions. When developing a clinical research ...	1	0	0	8650000
result	71	statistician	organic	https://www.researchgate.net/post/Is_a_statistician_qualified_to_be_a_co_author_in_a_research_paper_which_he_has_done_the_data_analysis	Is a statistician qualified to be a co author in a research...	Statisticians of medical colleges are involved in data analysis and interpretation of the results part of the manuscripts. The result part is the core of any research article but most of the main authors are not giving authorship to the statisticians and sometimes they just give an acknowledgement which is useless. Statisticians ...	1	0	0	8650000
result	72	statistician	organic	https://www.merriam-webster.com/dictionary/statistician	Statistician | Definition of Statistician by Merriam-Webster	Define statistician: one versed in or engaged in compiling statistics.	1	0	0	8650000
result	73	statistician	organic	https://www.sciencebuddies.org/science-engineering-careers/math-computer-science/statistician	Statistician - Science Buddies	Develop metrics to help a baseball team manager evaluate a player. baseball player hitting ball, Work with public health officials to estimate the number of people afflicted with flu in a region. map of US with states color coded for number of flu cases. Analyze the failure rates of engine parts exposed to extreme weather ...	1	0	0	8650000
result	74	statistician	organic	https://www.campusexplorer.com/careers/46903395/statisticians/	Career Information: Statisticians - Campus Explorer	Detailed career information for Statisticians including salary, job outlook, employment opportunities and career training programs.	1	0	0	8650000
result	75	statistician	organic	https://americas-cookmedical.icims.com/jobs/3094/statistician/job	Careers Center | Statistician - iCIMS	Oct 5, 2017 - Overview. Statisticians will support functional areas with regard to proper implementation and execution of statistical techniques used throughout the lifecycle of a medical device.	1	0	0	8650000
result	76	statistician	organic	https://jobs.newscientist.com/article/preparing-for-a-career-as-a-statistician/	Preparing for a Career as a Statistician | New Scientist Jobs	Sep 15, 2016 - Preparing for a Career as a Statistician - read this article along with other careers information, tips and advice on New Scientist Jobs.	1	0	0	8650000
result	77	statistician	organic	http://wmbriggs.com/	William M. Briggs – Statistician to the Stars!	... Comedy; Kalif on Courting Climate Comedy; Joy on Take Burnham's Test To See If You're A Progressive: Suicide of the West at 50 · McChuck on Take Burnham's Test To See If You're A Progressive: Suicide of the West at 50 · Proudly powered by WordPress | Theme: Label by Pro Theme Design. Statistician to the Stars!	1	0	0	8650000
result	78	statistician	organic	https://afterinc.recruiterbox.com/jobs/fk06s9i/	Statistician at After Inc.	After Inc., a leading provider of warranty/marketing analytics and technology solutions, is seeking a Statistician to join our team. About This Position. When you join After Inc. you are joining a firm that brings together marketing, strategy, analytics and technology in a unique package to drive increased profits for our clients.	1	0	0	8650000
result	79	statistician	organic	https://www.sciencedirect.com/topics/medicine-and-dentistry/statistician	Statistician - an overview | ScienceDirect Topics	Statisticians sometimes call independent variables that the experimenter manipulates active variables. In this case, the experimenter is applying different types of antioxidants. The other type of variable is sometimes called an attribute variable. In many experiments this could be gender (male, female) or race (Hispanic, white ...	1	0	0	8650000
result	80	statistician	organic	https://stat.cornell.edu/news/top-job-2017-statistician	Top Job in 2017? Statistician | Cornell University Department of ...	May 2, 2017 - According to one leading job-search site, statisticians are at the top of the list, with employment expected to jump by 34 percent in the coming seven years. In its annual look at best (and worst) jobs, CareerCast.com evaluated criteria like income, growth outlook, stress and environmental factors to determine ...	1	0	0	8650000
result	81	statistician	organic	https://www.myfuture.com/careers/education/statisticians_15-2041.00	Statisticians - Education and Training - MyFuture	Statisticians typically need at least a master's degree, although some entry-level jobs are available for those with a bachelor's degree. Most statisticians have degrees in mathematics, economics, computer science, or another quantitative field. A bachelor's degree in statistics typically includes courses in linear algebra, ...	1	0	0	8650000
result	82	statistician	organic	https://simplystatistics.org/2013/02/15/interview-with-nick-chamandy-statistician-at-google/	Interview with Nick Chamandy, statistician at Google · Simply Statistics	Feb 15, 2013 - Nick Chamandy received his M.S. in statistics from the University of Chicago, his Ph.D. in statistics at McGill University and joined Google as a statistician. We talked to him about how he ended up at Google, what software he uses, and how big the Google data sets are. To read more interviews - check out ...	1	0	0	8650000
result	83	statistician	organic	https://www.politico.eu/article/greece-andreas-georgiou-elstat-by-convicting-an-honest-statistician-greece-condemns-itself/	By convicting an honest statistician, Greece condemns itself – POLITICO	Aug 3, 2017 - On Tuesday, Georgiou was handed a two-year suspended sentence for “breach of duty” during his stint at the head of the statistics agency, Elstat — a travesty that goes beyond the unfair treatment of one statistician to questions about the progress of Greece's economic recovery and the sustainability of the ...	1	0	0	8650000
result	84	statistician	organic	http://citizen-statistician.org/	Citizen-Statistician | Learning to Swim in the Data Deluge	Nov 13, 2017 - I was traveling at the end of last week, which means I had some time to listen to podcasts while in transit. This American Life is always a hit for me, though sometimes I can't listen to it in public because the stories can be too sad, and then I get all teary eyed in airports… This past week's was both fun and ...	1	0	0	8650000
result	85	statistician	organic	https://www.uslacrosse.org/sites/default/files/public/documents/rules/mens-statistics-guide.pdf	2017 men's lacrosse statisticians' manual - US Lacrosse	The NCAA Men's Lacrosse Statisticians' Manual is dedicated to the memory of our friend and colleague Mike. Colley, who passed away in the summer of 2009 at the all-too-young age of 46. Mike was a longtime member of the sports information staff at the University of Virginia, and he succeeded as Virginia's men's ...	1	0	0	8650000
result	86	statistician	organic	https://ucnet.universityofcalifornia.edu/system_series/f/15/aa3-05.html	Statistician | UCnet	Principal Statistician - 7211. Senior Statistician - 7212. Statistician - 7213. Assistant Statistician - 7214. May, 1978. Series Concept. Statisticians perform professional statistical work Using a variety of standard statistical methods and programming techniques in order to complete assignments; and perform other related duties ...	1	0	0	8650000
result	87	statistician	organic	https://www.jobbank.gc.ca/job_titles-eng.do?area=29307&lang=eng&noc=2161&backurl=%2Freport-eng.do%3Farea%3D29307%26lang%3Deng%26noc%3D2161%26source%3Dallnoc&source=allnoc	List of Job Titles - Mathematicians, statisticians and actuaries (NOC ...	actuarial analyst; actuarial assistant; actuary; analysis supervisor - statistics; applied mathematician; applied statistician; associate actuary; biological and agricultural science statistician; biometrician; biostatistician; business and economics statistician; casualty actuary; chemistry statistician; cipher expert; consulting actuary ...	1	0	0	8650000
result	88	statistician	organic	http://daniellakens.blogspot.com/	The 20% Statistician	Now, you might have noticed that these four statements by statisticians of 'what we want' are all different. The one says 'we want' to know the posterior probability that our hypothesis is true, the others says 'we want' to know the false positive report probability, yet another says 'we want' effect sizes and their confidence ...	1	0	0	8650000
result	89	statistician	organic	https://www.ziprecruiter.com/e/statistician-jobs-near-me	Statistician Jobs Near Me (FT/PT) Hiring Now | ZipRecruiter	Find full-time and part-time Statistician Jobs near you from 3390+ STATISTICIAN Job openings. Hiring entry level & experienced. 1-Click Apply now!	1	0	0	8650000
result	90	statistician	organic	https://www.simplyhired.com/search?q=statistician&l=seattle%2C+wa	20 Best Statistician jobs in Seattle, WA (Hiring Now!) | Simply Hired	54 Statistician jobs available in Seattle, WA. See salaries, compare reviews, easily apply, and get hired. New Statistician careers in Seattle, WA are added daily on SimplyHired.com. The low-stress way to find your next Statistician job opportunity is on Simply Hired. There are over 54 Statistician careers in Seattle, WA ...	1	0	0	8650000
